Truth,Pred
ň,<DEL>
k,<DEL>
ů,<DEL>
m,<DEL>
.,<DEL>
 ,<DEL>
T,T
é,<DEL>
t,<DEL>
o,<DEL>
 , 
n,<DEL>
o,<DEL>
c,<DEL>
i,<DEL>
 ,<DEL>
b,b
y,<DEL>
l,<DEL>
a,a
 ,<DEL>
 ,<DEL>
H,<DEL>
o,<DEL>
š,<DEL>
ť,<DEL>
á,<DEL>
l,<DEL>
k,<DEL>
o,<DEL>
v,<DEL>
á,<DEL>
 ,<DEL>
v,<DEL>
z,<DEL>
h,<DEL>
ů,<DEL>
 ,<DEL>
t,<DEL>
u,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
r,<DEL>
e,<DEL>
š,<DEL>
",",<DEL>
 ,<DEL>
J,<DEL>
e,<DEL>
n,<DEL>
d,<DEL>
o,<DEL>
 ,<DEL>
V,<DEL>
a,<DEL>
n,<DEL>
ě,<DEL>
k,<DEL>
.,<DEL>
 ,<DEL>
B,<DEL>
o,<DEL>
j,<DEL>
u,<DEL>
j,<DEL>
e,<DEL>
m,<DEL>
e,<DEL>
D,D
a,a
",",.
 , 
d,d
a,a
!,l
 , 
n,n
e,e
p,p
o,o
r,r
o,o
z,z
u,u
m,m
ě,ě
l,l
 , 
T,T
i,i
m,m
o,o
f,ř
e,e
j,j
.,.
 , 
U,U
k,k
a,a
ž,ž
t,t
e,e
 , 
m,m
i,l
 , 
j,j
a,a
z,z
y,y
k,k
!,l
 , 
v,v
y,y
z,z
v,v
a,a
l,l
 , 
h,h
o,o
 , 
l,l
é,é
k,k
a,a
ř,ř
 , 
s,s
 , 
ú,ú
s,s
m,m
ě,ě
v,v
e,e
m,m
.,.
 , 
T,T
i,i
m,m
o,o
f,f
e,e
j,j
 , 
o,o
c,c
h,h
o,o
t,t
n,n
ě,ě
 , 
u,u
p,p
o,o
s,s
l,l
e,e
c,c
h,h
l,l
.,.
 , 
N,N
u,u
 , 
a,a
n,n
o,o
",",","
 , 
ž,ž
a,a
l,l
u,u
d,d
e,e
k,k
!,!
 , 
T,T
i,)
 , 
v,v
á,á
s,s
",",","
 , 
c,c
h,h
u,u
d,d
á,á
k,k
u,u
",",","
 , 
k,k
d,d
e,e
s,s
i,i
 , 
š,š
p,p
a,a
t,t
n,n
ě,ě
 , 
k,k
r,r
m,m
i,i
l,l
i,i
!,<DEL>
 , 
A,A
l,l
e,e
 , 
t,t
o,o
 , 
n,n
i,i
c,c
!,l
 , 
M,M
y,y
 , 
z,z
 , 
v,v
á,á
s,s
 , 
z,z
a,a
s,s
 , 
u,u
d,d
ě,ě
l,l
á,á
m,m
e,e
 , 
c,c
h,h
l,l
a,a
p,p
í,í
k,k
a,a
",",","
 , 
b,b
r,r
u,u
č,č
e,e
l,i
 , 
s,8
i,]
 , 
l,l
é,é
k,k
a,a
ř,ř
.,.
 , 
P,P
a,a
k,k
 , 
o,o
t,t
e,e
v,v
ř,ř
e,e
l,l
t,1
o,o
m,m
u,u
",",.
 , 
j,i
e,c
h,h
o,o
ž,ž
 , 
i,i
 , 
t,1
a,a
k,k
 , 
s,s
e,e
 , 
j,j
i,i
ž,ž
 , 
d,d
o,o
t,t
e,e
k,k
l,l
 , 
p,p
r,r
s,<DEL>
t,t
 , 
b,b
o,o
ž,a
í,<DEL>
?,?
 , 
O,O
s,s
t,t
a,a
t,t
n,n
ě,ě
 , 
n,n
e,e
l,l
z,z
e,e
 , 
a,a
n,n
i,i
 , 
v,y
ě,e
ř,r
i,i
t,t
i,i
",",.
 , 
ž,2
e,¢
 , 
b,b
y,y
 , 
<INS>, 
s,s
e,e
 , 
t,t
o,o
 , 
d,d
ě,é
l,l
o,o
 , 
j,j
e,e
n,n
 , 
p,p
r,r
o,o
 , 
p,p
o,o
t,w
r,<DEL>
e,e
s,s
t,t
á,a
n,n
í,i
.,.
 , 
V,V
ž,ž
d,d
y,y
ť,ť
 , 
s,s
o,o
u,n
c,e
h,h
o,o
t,t
i,i
n,n
á,a
ř,r
e,e
 , 
i,i
 ,<DEL>
s,s
o,o
u,n
d,d
n,m
í,<DEL>
 , 
r,r
o,e
z,z
s,s
u,n
d,d
k,k
y,y
 , 
o,o
s,s
v,v
o,é
b,b
o,o
z,r
u,u
j,n
í,<DEL>
 , 
o,o
d,d
 , 
t,t
ě,ě
l,l
e,e
s,s
n,n
é,é
h,h
o,o
 , 
t,i
r,r
e,e
s,s
t,t
u,u
.,.
 , 
N,N
á,á
s,s
l,l
e,e
d,d
o,o
v,v
n,n
ě,é
 , 
i,i
 , 
t,m
u,<DEL>
 , 
s,s
e,e
 , 
s,s
k,l
r,a
ý,y
v,s
á,a
 , 
n,n
ě,ě
j,j
a,a
k,k
é,é
 , 
t,t
a,a
j,j
e,e
m,m
n,i
é,e
",",.
 , 
d,d
ů,ů
l,l
e,e
ž,ž
i,ě
t,<DEL>
é,<DEL>
v,s
í,a
c,c
e,e
.,","
 , 
K,K
o,o
n,n
e,e
č,e
n,n
ě,ě
 , 
b,b
l,l
o,o
u,n
d,c
í,h
c,e
í,r
 , 
a,a
 , 
n,n
e,e
p,p
e,e
v,v
n,n
o,o
u,n
 , 
r,r
u,a
k,k
o,o
u,n
 , 
n,n
a,a
m,m
a,a
k,k
a,á
l,l
 , 
n,n
a,a
 , 
p,p
r,i
s,s
o,o
u,u
 , 
s,s
v,v
o,o
j,j
i,i
 , 
l,l
a,a
d,d
o,o
<INS>,r
n,i
k,l
u,a
 , 
a,a
 , 
<INS>, 
p,p
o,o
č,č
a,a
l,l
 ,<DEL>
j,<DEL>
i,i
 , 
s,s
e,e
 , 
s,s
e,e
b,b
e,e
 , 
<INS>, 
s,s
t,t
r,t
h,h
o,o
v,v
a,a
t,t
i,i
",",","
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
i,i
 ,<DEL>
t,<DEL>
a,a
 , 
<INS>, 
m,m
<INS>,i
u,i
 , 
b,b
y,y
l,l
a,a
 , 
<INS>,i
n,n
a,<DEL>
 , 
o,e
b,b
t,n
í,?
ž,.
",",<DEL>
 , 
j,j
a,a
k,k
o,e
 , 
b,b
y,y
 , 
m,m
u,m
 , 
p,p
ř,r
e,e
k,k
á,a
ž,ž
e,e
l,h
a,.
",",<DEL>
 , 
t,i
l,l
a,a
č,e
i,i
l,l
a,a
 , 
h,h
o,o
.,.
 , 
S,S
u,u
n,n
d,d
a,a
l,l
i,i
 , 
m,m
u,<DEL>
 ,<DEL>
i,i
 , 
l,l
a,a
d,d
o,o
n,n
<INS>,l
k,e
u,n
.,.
 , 
Z,Z
a,a
 , 
d,d
e,e
s,s
e,c
t,í
 , 
m,m
i,i
n,n
u,u
t,i
 , 
s,s
k,k
o,o
n,n
a,á
l,l
.,.
 , 
Z,Z
a,a
k,k
l,l
e,e
p,p
a,a
l,l
i,i
 , 
d,d
o,o
 , 
d,d
v,v
e,e
ř,n
í,<DEL>
 , 
n,n
a,a
o,o
s,s
v,v
o,o
b,b
o,o
z,z
e,e
n,n
í,í
 , 
n,n
e,e
v,v
o,o
l,i
n,n
é,é
h,h
o,o
 , 
l,l
i,o
d,<DEL>
u,u
",",<DEL>
 , 
a,a
 ,<DEL>
s,s
i,l
c,c
e,e
 , 
t,t
a,a
k,k
",",<DEL>
 , 
a,a
b,b
y,y
 , 
o,o
s,s
v,v
o,o
b,b
o,o
z,z
e,e
n,n
ý,ý
 , 
l,l
i,i
d,d
 , 
b,b
y,y
l,!
 , 
n,n
a,a
d,o
ě,š
l,l
e,e
n,n
 , 
p,p
ů,ů
d,d
o,o
u,u
",",<DEL>
 , 
č,č
í,í
m,m
ž,ž
 , 
s,s
e,e
 , 
l,I
i,S
š,.
i,<DEL>
l,<DEL>
 , 
o,0
d,0
 , 
d,d
e,e
k,k
a,a
b,b
r,r
i,í
s,s
t,t
ů,ů
 , 
l,l
e,e
t,t
 , 
d,d
v,v
a,a
c,c
á,á
t,t
ý,ý
c,c
h,h
;,:
 , 
m,m
i,i
m,m
o,o
 , 
t,t
o,o
 , 
h,h
o,o
r,r
l,<DEL>
i,i
l,<DEL>
 , 
p,P
r,r
o,o
 , 
s,s
v,v
o,o
b,b
o,o
d,o
u,u
 , 
t,l
i,i
s,s
k,k
u,u
 , 
a,a
 , 
v,v
e,e
ř,l
e,e
j,|
n,n
ý,y
 , 
s,s
o,o
u,u
d,d
.,<DEL>
 , 
V,V
e,e
 , 
s,s
c,c
h,h
ů,ů
z,z
í,í
c,c
h,h
 , 
b,b
ý,ý
v,v
a,a
l,l
 , 
v,v
á,á
ž,ž
e,e
n,n
 , 
p,p
r,r
o,o
 , 
s,s
v,v
o,o
u,u
 , 
p,p
l,l
a,a
m,m
e,e
n,n
n,n
o,o
u,u
 , 
v,v
ý,ý
m,m
l,t
u,u
v,v
n,n
o,o
s,s
t,t
 , 
a,a
w,w
a,a
s,s
 , 
a,a
u,u
t,t
h,h
o,o
r,r
i,i
z,z
e,e
d,d
 , 
t,t
o,o
 , 
m,m
e,e
n,n
t,t
i,i
o,o
n,n
 , 
i,„
t,d
",",r
 ,<DEL>
w,w
h,h
e,e
n,n
 , 
S,S
i,i
r,r
 , 
W,W
i,w
l,h
l,<DEL>
i,<DEL>
a,a
m,m
 , 
L,I
u,n
c,c
a,a
s,s
 , 
h,h
i,i
m,m
s,s
e,e
l,l
f,f
 , 
a,a
p,n
p,p
e,e
a,a
r,r
e,e
d,d
",",","
 , 
<INS>,>
<INS>, 
s,s
e,e
n,n
t,t
 , 
b,b
y,y
 , 
h,I
i,n
s,s
 , 
d,d
a,a
u,n
g,g
h,h
t,t
e,e
r,r
 , 
t,t
o,o
 , 
a,a
<INS>,m
n,i
n,n
o,o
u,u
n,n
c,c
e,e
 , 
h,h
e,e
r,r
 , 
e,e
n,n
g,g
a,a
g,g
e,e
m,m
e,e
n,n
t,t
 , 
t,t
o,o
 ,t
t,l
h,i
e,e
 , 
f,f
a,a
m,m
i,i
l,l
y,y
.,.
 , 
W,W
i,i
t,t
h,h
 , 
m,m
a,a
n,n
y,y
 , 
c,c
o,o
m,m
p,p
l,l
i,i
m,m
e,e
n,n
t,t
s,s
 , 
t,t
o,o
 ,z
t,<DEL>
h,h
e,e
m,m
",",","
 , 
a,a
n,n
d,d
 , 
<INS>,a
m,m
u,a
c,c
h,h
 , 
s,s
e,e
l,l
f,í
-,:
g,g
r,r
a,a
t,t
u,u
l,l
a,a
t,t
i,i
o,o
n,n
 , 
o,o
n,n
 , 
t,t
h,h
e,e
 , 
p,p
r,r
o,o
s,s
p,p
e,e
c,é
t,t
 , 
o,o
f,f
 , 
a,a
 , 
c,c
o,o
n,n
n,n
e,e
c,c
t,t
i,i
o,o
n,n
 , 
b,b
e,e
t,t
w,w
e,e
e,e
n,n
 , 
t,t
h,h
e,e
d,d
o,o
 , 
o,o
č,č
í,í
.,.
 , 
K,K
d,d
y,y
ž,ž
 , 
s,s
 , 
n,n
ě,ě
k,k
 , 
m,m
l,l
u,u
v,v
i,i
l,l
",",","
 , 
d,d
í,i
v,v
a,a
l,l
 , 
s,s
e,e
 , 
m,m
 , 
r,r
a,a
m,m
e,e
n,n
o,o
 , 
k,k
a,a
m,m
s,s
i,i
 , 
d,d
o,o
 , 
d,d
á,á
 , 
D,D
o,o
s,s
t,t
a,a
l,l
-,-
l,l
i,í
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
ý,ý
 , 
 ,<DEL>
b,b
a,a
l,l
í,í
k,k
 , 
z,z
 , 
d,d
o,o
m,m
o,o
v,v
a,a
",",","
 , 
b,b
y,y
 , 
s,s
v,v
ě,ě
t,t
n,n
i,í
c,c
i,i
 , 
s,s
v,v
á,á
t,t
e,e
k,k
.,.
 , 
K,K
 , 
b,b
y,y
l,l
 , 
p,p
o,o
d,d
ě,ě
l,l
e,e
n,n
",",","
 , 
b,b
y,y
ť,ť
 , 
i,a
 , 
j,J
e,e
d,d
i,i
n,n
ý,ý
m,m
 , 
k,k
o,o
l,l
á,á
č,č
e,e
m,m
.,.
 , 
D,D
 , 
v,v
e,e
č,č
e,e
r,r
a,a
 , 
b,b
y,y
l,l
 , 
b,b
a,a
l,l
í,i
k,k
D,c
a,a
r,r
c,e
y,y
<INS>,.
 , 
f,£
o, 
r, 
m,<DEL>
e,e
r,r
l,l
y,y
 , 
s,s
p,p
o,o
k,k
e,e
n,n
 , 
o,o
f,f
 , 
a,a
s,3
 , 
a,a
 , 
v,v
e,e
r,r
y,y
 , 
p,p
r,e
o,c
u,e
d,d
",",.
 , 
i,t
l,l
l,i
-,v
 , 
n,n
a,a
t,t
u,a
r,r
e,e
d,d
 , 
b,b
o,o
y,y
.,.
 , 
“,""""
W,M
i,z
l,l
l,l
 , 
y,y
o,o
u,u
 , 
c,c
o,o
m,z
e,e
 ,.
a,a
n,n
d,d
 , 
s,s
e,e
e,e
 ,.
m,n
e,e
?,}
”,""""
 , 
],|
 , 
<INS>,S
M,i
r,r
s,e
.,.
 , 
G,d
a,a
r,r
d,d
i,a
n,n
e,e
r,:
’,<DEL>
s,<DEL>
 , 
c,<DEL>
a,<DEL>
u,<DEL>
t,<DEL>
i,<DEL>
o,<DEL>
n,<DEL>
 , 
t,P
o,<DEL>
 ,<DEL>
E,<DEL>
l,l
i,i
z,t
a,e
b,b
e,e
t,c
h,h
 , 
w,v
a,s
s,e
 , 
p,p
u,o
n,n
c,e
t,s
u,v
a,e
l,l
l,l
y,y
 , 
a,a
n,n
d,d
 , 
k,a
i,<DEL>
n,n
d,á
l,l
y,y
 , 
g,e
i,z
v,v
e,e
n,n
 , 
o,c
n,e
 , 
t,t
h,h
e,e
 , 
f,f
i,i
r,r
s,e
t,t
 , 
f,f
a,a
v,v
o,e
u,v
r,r
a,a
b,b
l,i
e, 
 , 
o,g
p,a
p,<DEL>
o,<DEL>
r,<DEL>
t,<DEL>
u,<DEL>
n,<DEL>
i,i
t,t
y,y
 , 
o,e
f,f
 , 
s,s
p,p
e,e
a,a
k,k
i,i
n,n
g,g
 , 
t,t
o,o
 , 
h,h
e,e
r,r
 , 
a,a
l,i
o,c
n,h
e,e
:,?
 , 
a,a
f,t
t,t
e,e
r,r
l,l
a,a
s,s
k,k
a,a
v,v
ě,ě
 , 
a,a
 , 
v,v
y,y
d,d
a,a
l,l
 , 
n,n
á,á
 , 
„,„
n,n
e,e
m,m
o,o
c,c
n,n
i,i
č,č
n,n
í,í
 , 
l,l
í,í
s,s
t,t
k,k
y,y
 , 
n,n
i,i
c,c
h,h
ž,ž
 , 
b,b
y,y
l,l
a,a
 , 
z,z
a,a
z,z
n,n
a,a
m,m
 , 
n,n
a,a
š,š
e,e
 , 
j,j
m,m
é,é
n,n
a,a
.,.
 , 
D,D
a,a
l,l
š,š
í,í
 , 
n,n
e,e
m,m
o,o
c,c
i,i
",",","
 , 
p,p
ř,ř
e,e
d,d
e,e
p,p
s,s
á,á
 , 
s,s
t,t
r,r
a,a
v,v
y,y
 , 
a,a
 , 
o,o
s,s
t,t
a,a
t,t
n,n
í,í
 , 
b,b
 , 
z,z
ů,ů
s,s
t,t
a,a
v,v
e,e
n,n
o,o
 , 
t,t
o,o
m,m
u,u
 , 
z,z
c,c
h,h
o,o
d,d
i,i
l,l
i,i
 , 
n,n
a,a
 , 
t,t
r,r
h,h
 , 
a,a
 , 
<INS>, 
p,p
ř,ř
i,i
n,n
á,ň
š,š
e,e
l,h
i,i
 , 
t,t
r,r
e,o
s,s
t,t
a,a
n,n
c,c
ů,ů
m,m
 , 
p,p
r,r
e,e
c,c
l,h
í,<DEL>
k,k
y,y
",",.
 , 
m,m
a,a
s,s
o,e
 , 
a,a
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
o,o
s,s
t,t
a,a
t,h
n,n
í,i
",",.
 , 
t,t
o,o
t,t
i,t
ž,é
 , 
t,t
a,a
k,l
o,o
<INS>,o
v,v
é,é
<INS>,.
 , 
v,v
ě,ě
c,c
i,i
",",","
 , 
k,k
t,t
e,e
r,r
é,é
 , 
m,m
o,o
h,b
l,<DEL>
i,i
 , 
o,o
b,b
s,s
t,t
a,a
r,r
a,a
t,h
i,i
 , 
b,b
e,e
z,z
 , 
v,v
ě,á
t,i
š,ň
í,í
h,h
o,o
 , 
z,z
a,a
h,h
a,a
n,n
b,b
e,e
n,n
í,a
.,.
 ,j
P,ř
r,r
o,o
č,č
 , 
s,s
e,e
 , 
s,s
t,t
a,a
l,<DEL>
y,<DEL>
 , 
v,v
š,š
e,e
c,c
h,h
n,r
y,ý
 , 
t,t
y,y
 , 
z,z
<INS>,r
<INS>,a
m,c
ě,e
n,g
y,y
",",.
 , 
p,p
r,r
o,o
č,d
 , 
k,k
á,á
z,z
n,á
i,l
c,e
i,i
 , 
z,r
m,m
ě,ě
n,r
i,<DEL>
l,l
i,i
 , 
v,©
 , 
t,t
r,r
e,e
s,s
t,i
a,z
n,n
e,e
c,c
<INS>,i
k,c
o,a
u,u
 , 
r,n
o,e
t,t
u,a
",",","
 , 
t,t
o,e
 , 
j,j
i,i
ž,ž
j,j
í,i
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
j,j
í,í
 , 
o,o
b,b
ě,ě
ť,ť
 , 
n,n
e,e
b,b
y,y
l,l
a,a
 , 
n,n
a,a
d,d
a,a
r,r
m,m
o,o
.,","
 , 
I,I
 , 
t,t
a,a
t,t
í,i
n,n
e,e
k,k
 , 
t,t
i,i
 , 
d,d
á,á
v,v
á,á
 , 
o,o
č,č
i,i
m,m
a,n
 , 
z,z
n,n
a,a
m,m
e,e
n,n
í,í
",",","
 , 
a,a
b,b
y,y
s,s
<INS>,","
 , 
u,<DEL>
t,t
e,e
k,k
l,l
.,","
 , 
V,V
í,i
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
u,u
ž,ž
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
s,s
t,t
e,e
j,j
n,n
ě,ě
 , 
p,p
r,r
o,o
z,z
r,r
a,a
z,z
e,e
n,n
o,o
 , 
a,a
 , 
z,z
t,t
r,r
a,a
c,c
e,e
n,n
o,o
",",","
 , 
t,t
o,o
ž,ž
 , 
n,n
a,n
č,é
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
z,z
v,v
y,y
š,š
o,o
v,v
a,a
t,t
 , 
p,p
o,o
č,č
e,e
t,t
 , 
o,o
b,b
ě,ě
t,t
í,í
?,?
 , 
A,A
l,l
e,e
 , 
m,m
u,u
s,s
í,i
š,<DEL>
 , 
b,b
ý,ý
t,t
 , 
r,r
y,y
c,c
h,h
l,l
ý,ý
 , 
a,a
 , 
m,m
r,e
š,<DEL>
t,t
n,a
ý,s
 , 
j,j
a,a
k,k
o,o
 , 
v,v
e,e
v,v
e,e
r,r
k,k
a,n
",",","
 , 
n,n
e,e
b,b
o,o
ť,ť
 , 
d,d
r,r
u,u
h,h
ý,ý
 , 
g,g
e,e
s,s
t,t
a,a
p,p
á,á
k,k
 , 
n,n
e,e
s,s
t,t
ř,ř
í,i
l,l
í,i
 , 
j,j
e,e
n,n
š,š
k,k
o,o
l,l
y,y
",",","
 , 
k,k
o,o
n,n
č,č
i,i
l,l
 , 
s,s
v,v
é,é
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
á,á
n,n
í,í
 , 
S,S
e,e
m,m
e,ě
l,l
a,a
",",","
 , 
r,r
o,o
z,z
h,h
o,o
d,d
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
p,p
o,o
k,k
u,u
s,s
í,í
m,m
 , 
o,o
 , 
ú,ú
t,t
ě,ě
k,k
 , 
d,d
o,o
 , 
c,c
i,i
z,z
i,i
n,n
y,y
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
j,j
e,e
d,d
n,n
o,o
u,u
.,.
 , 
P,P
r,r
o,o
t,t
o,o
ž,ž
e,e
 , 
v,v
 , 
P,P
o,o
l,l
s,s
k,k
u,u
 , 
n,n
á,á
s,s
 , 
j,j
i,i
ž,ž
 , 
n,n
e,e
n,n
í,í
 , 
<INS>, 
t,t
ř,ř
e,e
b,b
a,a
",",","
 , 
j,j
d,d
u,u
 , 
n,n
a,a
 , 
S,S
l,l
o,o
v,v
e,e
n,n
s,s
k,k
o,o
 , 
a,a
 , 
d,d
á,a
l,l
e,e
",",","
 , 
j,j
a,a
k,k
 ,.
u,u
ž,ž
 , 
j,j
s,s
e,e
m,m
 , 
v,v
á,á
m,m
 , 
ř,ř
e,e
k,k
l,l
.,.
 , 
T,T
e,e
n,n
t,t
o,o
k,k
r,r
á,á
t,t
 , 
j,j
s,s
e,e
m,m
 , 
s,s
á,a
m,r
",",","
 , 
n,n
e,e
b,b
o,o
ť,ť
 , 
i,i
 , 
m,m
é,ě
h,h
o,o
 , 
d,d
r,r
u,u
h,h
é,é
h,h
o,o
k,k
á,á
z,z
n,n
i,i
c,c
i,i
",",","
 , 
ž,ž
e,e
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
 , 
p,p
o,o
 , 
n,n
ě,ě
k,k
o,o
 , 
a,a
 , 
d,d
o,o
m,m
n,n
í,i
v,v
a,a
l,l
 , 
s,s
e,e
 , 
o,o
 ,<DEL>
n,n
 , 
j,j
e,e
 , 
t,t
o,o
 , 
z,z
v,v
í,í
ř,ř
e,e
 , 
a,a
 , 
n,n
e,e
 , 
č,č
l,l
 , 
ž,ž
e,e
 , 
j,j
í,í
m,m
 , 
o,o
p,p
o,o
v,v
r,r
h,h
o,o
v,v
a,a
l,l
 , 
p,p
ř,ř
i,i
j,j
d,d
e,e
 , 
n,n
á,á
h,h
o,o
d,d
o,o
u,u
 , 
o,o
<INS>, 
 , 
v,v
e,e
 , 
k,k
t,t
e,e
r,r
é,é
m,m
 , 
d,d
u,u
š,š
e,e
 , 
j,j
c,c
o,o
n,n
t,t
e,e
m,m
p,p
t,t
 , 
f,f
o,o
r,r
 , 
i,i
t,t
.,.
 , 
S,S
h,h
e,e
 , 
w,w
 , 
r,Y
e,e
c,c
e,e
i,i
v,v
e,e
d,d
",",","
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
",",","
 , 
v,v
e,a
r,r
 , 
p,p
o,o
l,l
i,i
t,t
e,e
l,l
y,y
 , 
b,b
y,y
 , 
t,t
h,h
e,e
m,m
;,;
 , 
a,a
n,n
d,d
 ,<DEL>
i,i
 , 
t,t
h,h
e,e
i,i
r,r
 , 
b,b
r,r
o,o
t,t
h,h
e,e
r,r
’,’
s,s
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
s,s
o,o
m,m
e,e
t,t
h,h
i,i
n,n
g,g
 , 
b,b
e,e
t,t
t,t
e,e
r,r
 , 
t,t
h,h
a,a
n,n
 , 
p,p
o,e
l,l
i,i
t,t
e,e
n,n
e,e
s,s
s,s
-,:
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
g,g
o,o
o,o
d,d
-,-
h,h
u,u
m,m
o,o
 , 
k,k
i,i
n,n
d,@
n,n
e,e
s,s
s,s
.,.
 , 
M,M
r,r
.,","
 , 
D,D
a,a
r,r
c,g
y,y
 , 
s,s
a,a
 , 
v,v
e,e
r,r
y,y
 , 
l,l
i,i
t,t
t,t
l,l
e,e
",",","
 , 
a,a
n,n
d,d
 , 
M,M
r,r
.,.
n,n
e,e
p,p
o,o
m,m
ě,ě
r,r
n,n
ě,ě
 , 
v,v
í,í
c,c
e,e
",",","
 , 
n,n
e,e
ž,ž
 , 
t,t
e,e
n,n
t,t
o,o
.,.
 , 
O,O
n,n
 , 
m,m
u,u
s,s
í,í
 , 
p,p
o,o
t,t
l,l
a,a
č,č
 , 
v,v
 , 
s,s
o,o
b,b
ě,ě
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
s,s
v,v
é,é
 , 
<INS>, 
p,p
o,o
t,t
ř,ř
e,e
b,b
y,y
",",","
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
n,n
á,á
v,v
y,y
 , 
m,m
u,u
s,s
í,í
 , 
v,v
s,s
t,t
o,o
u,u
p,p
i,i
t,t
i,i
 , 
d,d
o,o
<INS>, 
 , 
s,s
p,p
o,o
l,l
e,e
č,č
n,n
o,o
s,s
t,t
i,i
",",","
 , 
k,k
t,t
e,e
r,r
á,á
 , 
m,m
u,u
 , 
n,n
e,e
d,d
o,o
s,s
t,t
a,a
č,č
u,u
j,j
e,e
",",","
 , 
m,m
u,u
s,s
í,í
 , 
s,s
i,i
 , 
p,p
ř,ř
i,i
v,v
y,y
k,k
a,a
t,t
i,i
 , 
d,d
ý,ý
c,c
h,h
a,a
t,t
i,i
 , 
j,j
i,i
n,n
 , 
v,v
z,z
d,d
u,u
c,c
h,h
e,e
m,m
.,.
.,.
.,.
 , 
O,O
n,n
 , 
j,j
e,e
 , 
r,r
y,y
b,b
 , 
v,v
y,y
t,t
a,a
ž,ž
e,e
n,n
o,o
u,u
 , 
z,z
 , 
v,v
o,o
d,d
y,y
 , 
n,n
a,a
 , 
p,p
d,d
r,r
u,a
h,h
o,o
u,u
 , 
b,b
y,y
t,t
o,o
s,s
t,t
",",","
 , 
n,n
o,o
s,s
í,i
c,e
í,i
 , 
n,n
a,a
 , 
s,s
o,o
b,b
ě,é
 , 
o,o
b,b
r,r
a,a
z,r
 , 
b,b
o,o
ž,ž
í,í
",",","
 , 
t,t
e,e
n,n
 , 
j,f
i,i
ž,z
 , 
n,n
e,e
v,v
o,o
l,l
k,k
y,y
 , 
p,p
o,o
z,z
b,b
ý,ý
v,v
á,á
 , 
j,j
a,a
k,k
s,s
i,i
 , 
<INS>,„
v,v
l,l
á,á
d,d
y,y
 , 
n,n
a,a
d,d
 , 
s,s
v,v
ý,ý
m,m
i,i
 , 
c,c
i,i
t,t
y,y
.,.
 , 
T,T
y,y
r,r
a,á
n,n
s,s
t,t
v,v
í,í
 , 
j,j
e,e
 , 
z,z
v,v
y,y
k,k
;,;
 , 
j,f
e,e
 , 
n,n
a,a
d,d
á,a
n,n
o,o
 , 
s,s
c,c
h,h
o,o
p,p
n,n
o,o
s,s
t,t
í,í
 , 
r,r
o,o
z,z
v,v
o,o
j,j
e,e
",",","
 , 
a,a
 , 
r,r
o,o
z,z
v,v
í,í
j,j
í,í
 , 
s,s
e,e
 , 
n,n
a,a
 , 
k,k
o,o
<INS>,r
n,i
e,e
c,o
 , 
v,v
 , 
c,c
h,h
o,o
r,r
o,o
b,b
u,u
.,.
 , 
S,S
t,t
o,o
j,j
í,i
m,m
 , 
n,n
a,a
 , 
t,t
o,o
m,m
",",.
 , 
ž,ž
e,e
 , 
i,i
 , 
n,n
e,e
j,j
l,l
e,e
p,p
š,š
í,í
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
",",","
 , 
s,s
h,h
e,e
 , 
s,s
a,a
w,w
",",","
 , 
 , 
l,l
o,o
o,o
k,k
i,i
n,n
g,g
 , 
u,u
p,p
",",","
 , 
t,t
h,h
a,a
t,t
 , 
C,C
o,o
l,l
 , 
<INS>, 
F,F
i,i
t,t
z,z
w,w
i,i
l,l
l,l
i,i
a,a
m,m
 , 
w,w
a,a
s,s
 , 
m,m
e,e
e,e
 , 
h,h
e,e
r,r
.,.
 , 
P,P
u,u
t,t
t,t
i,i
n,n
g,g
 , 
a,a
w,w
a,a
y,y
 , 
t,t
h,h
 , 
l,l
e,e
t,t
t,t
e,e
r,r
 , 
i,i
m,m
m,m
e,e
d,d
i,i
a,a
t,t
e,e
l,l
y,y
",",","
 , 
a,a
 , 
f,f
