Truth,Pred
v,v
n,n
o,o
s,s
t,t
n,n
í,í
c,c
h,h
 , 
o,o
b,b
ř,ř
a,a
d,d
ů,ů
",",","
 , 
a,a
l,l
 , 
c,c
h,h
l,l
a,a
p,p
c,c
i,i
 , 
c,c
í,í
t,t
i,i
l,l
i,i
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
t,t
o,o
 , 
v,v
í,í
c,c
e,e
 , 
n,n
e,e
ž,ž
 , 
s,s
l,l
i,i
b,b
.,.
 , 
Ž,Ž
e,e
 , 
j,j
e,e
 , 
t,t
o,o
 , 
p,p
ř,ř
í,í
s,s
a,a
h,h
a,a
",",","
 , 
k,k
t,t
e,e
r,r
o,o
u,u
 , 
n,n
i,i
k,k
d,d
o,o
 , 
n,n
e,e
z,z
r,r
a,a
d,d
í,í
.,<DEL>
 , 
P,P
o,o
 , 
s,s
l,l
i,i
b,b
u,u
 , 
u,u
ž,ž
 , 
n,n
i,i
k,k
d,d
o,o
 , 
n,n
e,e
p,p
r,r
o,o
m,m
l,l
u,u
v,v
i,i
l,l
.,.
 , 
Ú,Ú
p,p
l,l
 , 
t,t
i,i
š,š
e,e
 , 
s,s
e,e
 , 
v,v
y,y
t,t
r,r
a,a
t,t
i,i
l,l
i,i
 , 
d,d
o,o
 , 
t,t
e,e
m,m
n,n
é,é
 , 
n,n
o,o
c,c
i,i
.,.
 , 
P,P
o,o
s,s
l,l
e,e
d,d
n,n
í,í
 , 
š,š
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
s,s
 , 
J,J
e,e
n,n
d,d
o,o
u,u
.,.
 , 
P,P
ř,ř
e,e
d,d
m,m
a,a
t,t
t,t
e,e
r,r
 , 
o,o
f,f
 , 
c,c
h,h
a,a
n,n
c,c
e,e
.,.
 , 
I,I
f,f
 , 
t,t
h,h
e,e
 , 
d,d
i,i
s,s
p,p
o,o
s,s
i,i
t,t
i,i
o,o
n,n
s,s
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
p,p
a,a
r,r
t,t
i,i
e,e
s,s
 , 
a,a
r,r
e,e
 , 
e,e
v,v
e,e
r,r
 , 
s,s
o,o
 , 
w,w
e,e
l,l
l,l
 , 
k,k
n,n
o,o
w,w
n,n
 , 
t,t
o,o
 , 
e,e
a,a
c,c
h,h
 , 
o,o
t,t
h,h
e,e
r,r
",",<DEL>
 , 
o,","
r,<DEL>
 , 
e,e
v,v
e,e
r,r
 , 
s,s
o,0
 , 
s,s
i,i
m,m
i,i
l,l
a,a
r,r
 , 
b,b
e,e
f,f
o,o
r,r
e,e
h,h
a,a
n,n
d,d
",",","
 , 
i,i
t,t
 , 
d,d
o,o
e,e
s,s
 , 
n,n
o,o
t,t
 , 
a,a
d,d
v,v
a,a
n,n
c,e
e,e
 , 
t,t
h,h
e,e
i,i
r,r
 , 
f,f
e,e
l,l
i,i
c,c
i,i
t,t
y,y
 , 
i,i
n,n
 , 
t,t
h,h
e,e
 , 
l,l
e,e
a,a
s,s
t,t
.,.
 , 
T,T
h,h
e,e
y,y
 , 
a,a
l,l
w,w
a,a
y,y
s,s
 , 
c,c
o,o
n,n
t,t
i,i
n,n
u,u
e,e
 , 
t,t
o,o
 , 
g,g
r,r
o,o
w,w
 , 
s,s
u,u
f,f
f,f
i,i
c,c
i,i
e,e
n,n
t,t
l,l
y,y
 , 
u,u
n,n
l,l
i,i
k,k
e,e
W,W
i,i
c,t
k,k
h,h
a,a
m,m
;,;
 , 
“,ŕ
f,<DEL>
o,o
r,r
 , 
a,h
l,l
m,m
o,o
s,s
t,t
 , 
a,a
l,l
l,l
 , 
h,m
i,<DEL>
s,s
 , 
a,a
c,c
t,t
i,i
o,o
n,n
s,s
 , 
m,m
a,a
y,y
 , 
b,b
e,e
 , 
t,I
r,r
a,a
c,c
e,e
d,d
 , 
t,t
o,o
 , 
p,p
r,r
i,i
d,d
e,e
;,;
 , 
a,a
n,n
d,d
 , 
p,p
r,r
i,i
d,d
e,e
 , 
h,h
a,a
s,s
 , 
o,o
f,f
t,r
e,e
n,n
 , 
b,D
e,e
e,e
n,n
 , 
h,h
i,l
s,s
 , 
b,b
e,e
s,s
t,t
 , 
f,t
r,r
i,i
e,e
n,n
d,d
<INS>, 
.,","
 , 
I,I
t,t
 , 
h,h
a,a
s,s
 , 
c,c
o,o
n,n
n,n
e,e
c,e
t,t
e,e
d,d
 , 
h,h
i,i
m,m
 , 
n,n
e,e
a,a
r,r
e,e
r,c
 , 
w,w
i,i
t,t
h,h
 , 
v,v
i,i
r,r
t,t
u,u
e,e
 , 
t,t
h,h
a,a
n,n
 , 
a,a
n,n
y,y
 , 
o,o
t,t
h,h
e,e
r,r
 , 
f,t
e,e
e,e
l,l
i,i
n,n
g,g
.,<DEL>
 , 
B,B
u,u
t,t
 , 
w,w
e,e
 , 
a,a
r,r
e,e
 , 
n,n
o,o
n,n
e,e
 , 
o,o
f,f
 , 
u,u
s,s
 , 
c,c
o,o
n,n
s,s
i,i
s,s
t,t
e,e
n,n
t,t
;,:
 , 
a,a
n,n
d,d
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
b,b
e,e
h,h
a,a
v,v
i,i
o,o
u,u
r,r
 , 
t,t
o,o
 , 
m,m
e,e
 , 
t,t
h,h
e,e
r,r
e,e
s,s
h,h
e,e
 , 
d,d
a,a
r,r
e,e
d,d
 , 
t,t
o,o
 , 
h,h
o,o
p,p
e,e
 , 
t,t
h,h
a,a
t,t
 , 
s,s
o,0
 , 
m,m
u,u
c,c
h,h
 , 
l,l
o,o
v,v
e,e
 , 
a,a
n,n
d,d
 , 
e,e
l,l
o,o
q,q
u,u
e,e
n,n
c,c
e,e
 , 
a,a
w,w
a,a
i,i
t,t
e,e
d,d
 , 
h,h
e,e
r,r
 , 
t,t
h,h
e,e
r,r
e,e
.,.
 , 
I,I
n,n
 , 
a,a
s,s
 , 
s,s
h,h
o,o
r,r
t,t
 , 
a,<DEL>
 ,<DEL>
t,t
i,i
m,m
<INS>,l
e,e
 , 
a,a
s,s
 , 
M,M
r,<DEL>
.,.
 , 
C,C
o,o
l,l
l,l
i,i
n,n
s,s
’,<DEL>
s,<DEL>
 , 
l,<DEL>
o,<DEL>
n,<DEL>
g,<DEL>
 ,<DEL>
s,s
p,p
e,e
e,e
c,c
h,h
e,e
s,s
 , 
w,w
o,o
u,u
l,l
d,d
 , 
a,a
l,l
l,l
o,o
w,w
",",","
 , 
e,e
v,r
e,e
r,r
y,y
t,t
h,h
i,i
n,n
g,g
 , 
w,w
a,a
s,s
 , 
s,s
e,e
t,t
t,t
l,l
e,e
d,d
 , 
b,b
e,e
t,t
w,v
e,e
e,e
n,n
 , 
t,t
h,h
e,e
m,m
 , 
t,t
o,o
 , 
t,t
h,h
e,e
 , 
s,s
a,a
t,t
i,i
s,s
f,f
a,a
c,c
t,t
i,i
o,o
n,n
 , 
o,o
f,f
 , 
b,b
o,o
t,t
h,h
;,:
 , 
a,a
n,n
d,d
 , 
a,a
s,s
 , 
t,<DEL>
h,<DEL>
e,e
y,<DEL>
 ,<DEL>
e,<DEL>
n,n
t,t
e,e
r,r
e,e
d,d
 , 
t,t
h,h
e,e
 , 
h,h
o,o
u,u
s,s
e,e
",",","
 , 
h,h
e,e
 , 
e,e
a,a
r,r
n,n
e,e
s,s
t,t
l,l
<INS>,y
<INS>, 
<INS>,l
<INS>,o
<INS>,n
<INS>,g
<INS>, 
<INS>,t
<INS>,h
<INS>,e
y,y
g,g
o,o
n,n
e,e
",",<DEL>
 , 
M,M
r,r
<INS>, 
.,_
 , 
C,C
o,o
l,l
l,l
i,i
 , 
b,b
e,e
g,g
a,a
n,n
",",","
-,<DEL>
-,<DEL>
 , 
“,'
B,B
e,e
l,l
i,i
e,e
 , 
d,d
e,e
a,a
r,r
 , 
M,M
i,i
s,s
s,s
 , 
E,E
l,l
i,i
z,z
a,a
 , 
y,Y
o,o
u,u
r,r
 , 
m,m
o,o
d,d
e,e
s,s
t,t
y,y
",",","
 , 
s,<DEL>
 ,<DEL>
d,d
o,o
i,i
n,n
g,g
 , 
y,y
o,o
u,u
 , 
a,a
n,n
y,y
 , 
d,<DEL>
 ,<DEL>
r,r
a,a
t,t
h,h
e,e
r,r
 , 
a,a
d,d
d,d
s,s
 , 
t,t
o,o
 , 
 ,<DEL>
p,p
e,e
r,r
f,f
e,e
c,c
t,t
i,i
o,o
n,n
s,s
.,-
 , 
Y,Y
o,o
v,v
i,i
s,s
i,i
t,t
 , 
w,w
a,a
s,s
 , 
p,<DEL>
a,<DEL>
i,<DEL>
d,<DEL>
 ,<DEL>
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
n,n
o,o
 , 
k,I
n,n
o,o
w,w
l,l
e,e
d,d
g,g
e,e
 , 
o,o
f,f
 , 
i,i
t,t
.,.
 , 
I,I
t,t
 , 
w,w
a,a
s,s
 , 
t,t
h,h
e,e
n,n
 , 
d,d
i,i
s,s
c,c
l,l
o,o
s,s
e,e
d,d
 , 
i,i
n,n
 , 
t,t
h,h
e,e
 , 
f,f
o,o
l,l
l,l
o,o
w,w
i,i
n,n
g,g
 , 
m,m
a,a
n,n
n,n
e,e
r,r
.,.
 , 
O,O
b,b
s,s
e,e
r,r
v,v
i,i
n,n
g,g
 , 
h,h
i,i
s,s
 , 
s,s
e,e
c,c
o,o
n,n
d,d
 , 
d,d
a,a
u,u
g,g
h,h
t,t
e,e
r,r
 , 
e,e
m,m
p,p
l,l
o,o
y,y
e,e
d,d
 , 
i,i
n,n
 , 
t,t
r,r
i,u
m,n
m,u
i,i
n,n
g,g
 , 
a,<DEL>
 ,<DEL>
h,h
a,a
t,t
",",<DEL>
 , 
h,h
e,e
 , 
s,s
u,u
d,d
d,d
e,e
n,n
l,l
y,y
 , 
a,a
d,d
d,d
r,r
e,e
s,s
s,s
e,e
d,d
 , 
h,h
e,e
r,r
 , 
w,w
i,i
t,t
h,h
",",","
-, 
-,-
 , 
“,<DEL>
I,<DEL>
 ,<DEL>
h,h
o,o
p,p
e,e
 , 
M,M
r,r
.,.
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
 , 
w,v
i,i
l,l
l,l
 , 
<INS>,p
l,a
i,i
<INS>,d
k, 
e,_
 , 
<INS>,h
i,i
t,k
",",e
d,d
o,c
m,m
a,a
.,<DEL>
 , 
D,D
n,n
e,e
s,<DEL>
 , 
h,<DEL>
o,<DEL>
 ,<DEL>
b,b
a,a
b,b
i,_
č,č
k,k
a,a
 , 
n,n
e,e
v,v
y,y
z,z
ý,i
v,v
a,a
l,l
a,a
 , 
k,c
 ,<DEL>
o,<DEL>
p,p
a,a
t,t
r,r
n,n
o,c
s,s
t,t
i,i
.,<DEL>
 , 
V,V
š,é
e,e
c,c
h,h
n,n
o,c
 , 
b,b
y,y
l,l
o,c
 , 
t,t
a,e
k,k
 , 
z,z
o,c
u,u
f,f
a,a
l,l
é,e
",",<DEL>
 , 
t,c
a,a
k,k
 , 
b,b
e,e
z,z
ú,c
t,t
ě,e
š,š
n,n
é,e
!,<DEL>
 , 
T,<DEL>
e,e
p,p
r,r
v,v
e,e
 , 
d,d
r,r
u,u
h,h
é,e
h,n
o,c
 , 
d,d
n,n
e,e
 , 
s,<DEL>
e,<DEL>
 ,<DEL>
j,j
a,a
k,k
ž,ž
 , 
t,t
a,a
k,k
ž,ž
 , 
u,u
k,k
l,l
i,i
d,d
n,n
i,i
l,<DEL>
.,<DEL>
 , 
V,V
r,r
á,a
t,t
i,i
l,l
 , 
s,Z
e,<DEL>
 ,<DEL>
z,<DEL>
a,a
s,s
e,e
 , 
k,<DEL>
 ,<DEL>
Č,Č
e,e
c,c
h,h
ů,i
m,m
",",","
 , 
a,a
l,l
e,e
 , 
d,d
o,o
m,n
ů,ú
 , 
c,c
h,h
o,o
d,d
i,í
l,l
 , 
j,<DEL>
i,<DEL>
ž,<DEL>
 ,<DEL>
d,d
e,e
n,n
n,n
ě,e
.,<DEL>
 , 
Z,Z
p,p
r,r
á,a
v,v
a,a
 , 
o,c
 ,<DEL>
o,<DEL>
t,t
c,c
o,o
v,v
ě,e
 , 
s,S
m,m
r,r
t,t
i,i
 , 
h,<DEL>
o,<DEL>
 ,<DEL>
z,z
m,m
ě,é
n,n
i,i
l,l
a,a
 , 
k,D
 ,<DEL>
n,<DEL>
e,e
p,p
o,c
z,z
n,n
á,a
n,n
í,1
.,<DEL>
 , 
R,B
á,á
z,z
e,e
m,m
 , 
z,2
t,t
r,r
a,a
t,t
i,i
l,l
<INS>, 
<INS>,J
<INS>,1
<INS>,z
f,f
i,i
l,l
o,o
s,s
o,o
f,f
 , 
p,p
o,o
h,h
l,l
í,í
ž,ž
e,e
l,l
 , 
n,n
a,a
 , 
n,n
e,e
h,h
o,o
d,d
u,u
",",;
 , 
j,j
e,e
ž,ž
 , 
h,h
o,o
 , 
p,p
o,o
s,s
t,t
i,i
h,h
l,l
a,a
<INS>, 
.,_
 , 
S,S
 , 
n,n
í,í
m,m
 , 
j,j
e,e
d,d
n,n
a,a
l,l
i,i
 , 
o,o
s,s
t,t
a,a
t,t
n,n
ě,ě
 , 
v,v
ž,ž
d,d
y,y
c,c
k,k
y,y
 , 
o,o
p,p
a,a
t,t
r,r
n,n
ě,ě
.,<DEL>
 , 
A,A
l,l
e,e
 , 
t,t
e,e
n,n
t,t
o,o
k,k
r,r
á,á
t,t
 , 
s,s
e,e
",",","
 , 
n,n
e,e
v,v
í,í
m,m
 , 
z,<DEL>
 ,<DEL>
j,j
a,a
k,k
é,é
 , 
p,p
ř,ř
í,í
č,č
i,i
n,n
y,y
",",;
 , 
p,p
o,o
k,k
l,l
á,á
d,d
a,a
l,l
 , 
z,z
a,a
 , 
n,n
e,e
v,v
i,i
n,n
n,n
a,a
.,.
 , 
Z,Z
b,b
l,l
e,e
d,d
l,l
 , 
a,<DEL>
 ,<DEL>
t,t
a,a
j,j
n,n
ě,ě
",",","
 , 
t,t
a,a
k,k
ž,ž
e,e
 , 
s,s
t,t
r,r
á,á
ž,ž
 , 
t,t
o,o
h,h
o,o
 , 
n,n
e,e
s,s
p,p
o,o
z,z
o,o
r,r
o,o
v,v
a,a
l,l
a,a
",",<DEL>
 , 
z,z
a,a
s,s
t,t
r,r
č,č
i,i
l,l
 , 
s,s
i,i
 , 
z,z
a,a
 , 
r,r
u,u
k,k
á,á
v,v
 , 
o,o
s,s
t,t
r,r
ý,ý
o,<DEL>
f,<DEL>
 ,<DEL>
s,s
p,p
e,o
n,n
d,d
i,i
n,n
g,<DEL>
 ,<DEL>
a,a
 , 
n,n
i,i
g,g
h,n
t,t
 , 
i,I
n,n
 , 
L,c
o,<DEL>
n,n
d,d
o,z
n,i
 ,i
w,I
a,r
s,n
 , 
<INS>,c
a,a
<INS>,u
d,i
d,l
e,e
d,d
 , 
i,i
n,n
 , 
t,I
i,i
m,u
e,u
",",<DEL>
 , 
a,a
n,n
d,a
 , 
t,t
h,n
e,e
 , 
p,n
l,i
a,<DEL>
n,n
 , 
b,h
e,<DEL>
c,c
a,<DEL>
m,<DEL>
e,e
 ,n
a,m
s,F
 , 
p,p
e,e
r,t
f,l
e,e
c,u
t,t
 ,<DEL>
a,a
s,s
 ,i
p,n
l,c
a,i
n,n
 , 
c,c
o,o
u,u
l,l
d,d
 , 
b,I
e,t
.,i
 ,<DEL>
T,<DEL>
h,<DEL>
e,e
 , 
o,o
n,n
l, 
y,Y
 , 
p,n
a,a
<INS>, 
<INS>,t
i,i
n,<DEL>
 , 
w,w
a,n
s, 
 ,É
i,e
n,l
 , 
l,z
e,e
a,a
v,v
<INS>,n
i,i
n,<DEL>
g,g
 , 
h,h
e,<DEL>
r,<DEL>
 , 
f,t
a,a
t,t
h,n
e,e
r,r
<INS>, 
",",","
 , 
w,w
<INS>,t
h,i
o,o
 , 
w,w
o,o
u,u
l,l
d,d
 , 
c,c
e,e
r,r
t,l
a,a
i,i
n,n
l,<DEL>
y,y
 , 
m,h
i,i
s,E
s,:
 ,c
h,h
e,o
r,r
",",<DEL>
 , 
a,a
n,n
d,d
 , 
w,w
h,h
o,o
",",;
 , 
w,w
<INS>,t
h,i
e,c
n,n
 , 
i,I
t,l
 , 
c,c
a,a
m,m
e,e
 , 
t,t
o,o
 , 
t,t
h,h
e,e
 , 
p,p
o,o
i,i
n,n
t,t
",",","
 , 
s,s
o,o
 , 
l,l
i,i
t,t
t,l
l,i
e,e
 , 
l,b
i,<DEL>
k,k
e,e
d,d
 , 
h,h
e,e
r,r
 , 
g,g
o,o
i,i
n,n
g,g
",",-
 , 
t,t
h,h
a,a
t,t
 , 
h,h
e,e
b,b
y,y
l,l
o,o
 , 
d,d
á,á
l,l
?,?
 , 
P,P
o,o
 , 
p,<DEL>
o,<DEL>
l,<DEL>
e,<DEL>
d,<DEL>
n,<DEL>
i,<DEL>
 ,<DEL>
t,t
o,o
 , 
z,z
t,t
i,i
c,c
h,h
l,l
o,o
.,.
 , 
J,J
o,o
s,s
e,e
f,f
 , 
p,p
r,r
ý,ý
 , 
s,s
e,e
 , 
p,p
ř,ř
i,i
z,z
n,n
a,a
l,l
.,.
 , 
V,V
z,z
a,a
l,l
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
n,n
 , 
s,s
e,e
b,b
e,e
.,.
 , 
A,A
 , 
c,c
o,o
 , 
j,j
e,e
 , 
s,$
 , 
n,n
i,i
m,m
i,i
?,?
 , 
J,J
o,o
s,s
e,e
f,f
a,a
 , 
o,o
d,d
v,v
e,e
z,z
l,l
i,i
 , 
a,a
 , 
m,m
a,a
t,t
k,k
u,u
 , 
 ,<DEL>
d,d
c,c
e,e
r,r
o,o
u,u
 , 
p,p
r,r
o,o
p,p
u,u
s,s
t,t
i,i
l,l
i,i
.,.
 , 
S,S
n,n
a,a
d,d
 , 
p,p
r,r
o,o
t,t
o,o
",",","
 , 
a,a
b,b
y,y
 , 
n,n
á,á
m,m
 , 
m,m
o,o
h,h
l,l
y,y
 , 
p,p
o,o
v,v
ě,ě
d,d
ě,ě
t,t
",",","
 , 
c,c
o,o
 , 
n,n
a,a
 , 
n,n
á,á
s,s
 , 
č,č
e,e
k,k
á,á
<INS>, 
<INS>,p
<INS>,o
<INS>,l
<INS>,e
<INS>,d
<INS>,n
<INS>,i
„,E
H,<DEL>
l,l
e,e
",",<DEL>
 , 
p,p
ř,r
í,i
s,s
t,t
a,a
v,v
 , 
m,m
ů,n
j,j
 , 
n,n
<INS>,n
a,a
 , 
m,m
n,n
o,o
h,h
á,t
",",","
 , 
d,d
l,l
o,o
u,u
h,h
á,a
 , 
l,l
é,e
t,t
a,a
",",.
 , 
m,m
ů,n
j,j
<INS>,-
 , 
k,k
o,o
u,u
t,t
e,e
k,k
",", 
 , 
d,d
o,o
 , 
n,u
ě,e
h,h
o,o
ž,ž
 , 
v,v
s,i
t,t
u,u
p,p
u,u
j,j
u,n
 , 
s,<DEL>
 ,<DEL>
t,t
a,a
k,k
o,o
v,v
ý,y
m,m
 , 
n,n
e,e
d,d
ů,u
v,v
<INS>,e
ě,t
ř,n
i, 
v,v
ý,<DEL>
m,m
",",n
 , 
s,<DEL>
 ,<DEL>
t,t
a,a
k,k
o,o
v,v
ý,y
m,m
 , 
b,b
o,o
l,k
e,<DEL>
s,s
t,t
n,n
ý,y
m,m
 , 
p,p
o,o
c,c
i,i
t,t
e,e
m,m
.,<DEL>
 , 
A,A
 ,<DEL>
k,k
d,d
o,b
 , 
v,b
í,n
?,<DEL>
 , 
S,/
n,<DEL>
a,<DEL>
d,<DEL>
 , 
a,a
ž,ž
 , 
m,m
n,n
ě,é
 , 
b,b
u,c
d,d
e,e
 , 
p,p
o,o
 , 
<INS>,n
m,u
n,n
o,o
h,h
a,<DEL>
 , 
l,l
e,e
t,t
e,e
c,c
h,h
 , 
o,o
p,p
o,o
u,u
š,š
t,t
ě,é
t,n
i,<DEL>
 , 
h,h
o,o
",",<DEL>
 , 
j,j
e,e
š,š
t,l
ě,e
 , 
m,m
n,n
ě,ě
 , 
h,h
o,o
 , 
b,b
u,a
d,d
e, 
 ,c
l,l
í,i
t,t
o,o
!,<DEL>
"""",<DEL>
 , 
d,d
o,o
d,d
a,a
l,l
 , 
j,j
s,s
e,e
m,n
 , 
n,n
i,<DEL>
k,k
o,o
l,l
i,i
 , 
<INS>,I
b,s
e,e
z,<DEL>
z,z
n,n
a,a
m,m
e,e
n,n
í,í
m,m
",",;
 , 
n,n
i,i
j,j
a,a
k,k
ý,ý
m,m
i,i
 , 
o,o
k,k
o,o
v,v
 , 
h,h
o,o
 , 
n,n
e,e
p,p
ř,ř
i,i
n,n
u,u
t,t
í,í
t,t
e,e
",",;
 , 
a,a
b,b
y,y
 , 
z,z
a,a
p,p
o,o
m,m
n,n
ě,ě
l,l
<INS>, 
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
s,s
t,t
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
.,.
 , 
A,<DEL>
 ,<DEL>
p,p
o,o
n,n
ě,ě
v,v
a,a
d,d
ž,ž
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
e,e
m,m
 , 
v,v
s,s
k,k
u,u
t,t
k,k
u,u
 , 
j,j
e,e
s,s
t,t
",",","
 , 
t,t
e,e
d,d
y,y
 , 
s,s
e,e
 , 
s,s
l,l
u,u
š,š
í,í
 , 
j,j
e,e
d,d
n,n
a,a
t,t
i,i
 , 
s,s
 , 
n,n
í,í
m,m
 , 
p,p
o,o
 , 
l,l
i,i
d,d
s,s
k,k
u,u
.,.
 , 
M,M
ů,ů
j,j
 , 
B,B
o,o
ž,ž
e,e
!,!
 , 
v,v
ž,ž
d,d
y,y
ť,ť
 , 
l,l
i,i
d,d
s,s
k,k
é,é
 , 
j,j
e,e
d,d
n,n
á,á
n,n
í,í
 , 
m,m
ů,ů
ž,ž
e,e
 , 
o,o
p,p
ě,ě
t,t
 , 
u,u
č,č
i,i
n,n
i,i
t,t
i,i
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
e,e
m,m
 , 
i,<DEL>
 ,<DEL>
t,t
o,o
h,h
o,o
",",<DEL>
S,S
a,a
š,š
k,k
a,a
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
n,n
e,e
c,c
h,h
y,y
b,b
ě,ě
l,l
i,i
 , 
a,a
n,n
i,i
 , 
č,č
e,e
š,š
t,t
í,í
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
é,é
 , 
s,s
k,k
u,u
p,p
i,i
n,n
.,.
.,.
<INS>, 
.,-
 , 
N,N
a,a
 , 
t,t
ř,ř
i,i
c,c
e,e
t,t
 , 
m,m
u,u
ž,ž
ů,ů
 , 
p,p
ř,ř
i,i
š,š
l,l
o,o
 , 
k,k
 , 
Č,Č
e,e
c,c
h,h
ů,ů
m,m
 , 
n,n
a,a
 , 
z,z
a,a
b,b
í,í
j,j
a,a
č,č
k,k
u,u
!,!
 , 
T,T
í,í
s,s
n,n
i,i
l,l
i,i
 , 
s,s
e,e
 , 
v,V
 , 
p,p
o,o
k,k
o,o
j,j
i,i
 , 
a,a
 , 
m,m
a,a
l,l
é,é
 , 
k,k
u,u
c,c
h,h
y,y
ň,ň
c,c
e,e
.,_
 , 
T,T
e,e
ď,ď
 , 
k,k
d,d
y,y
b,b
 , 
s,s
e,e
m,m
 , 
n,n
ě,ě
c,c
o,o
 , 
ť,t
u,u
k,k
l,l
o,o
",",","
 , 
z,z
a,a
s,s
m,m
á,á
l,l
 , 
s,<DEL>
 ,<DEL>
J,J
e,e
f,f
r,r
i,i
m,m
o,o
v,v
",",","
 , 
b,b
r,r
i,i
g,g
á,á
d,d
a,a
 , 
j,j
e,e
 , 
b,b
e,e
z,z
 , 
v,v
e,e
l,l
e,e
n,n
í,í
.,<DEL>
 , 
M,M
á,á
m,m
e,e
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
z,z
á,á
s,s
t,t
u,u
p,p
c,c
e,e
",",","
 , 
u,u
k,k
l,l
i,i
d,d
ň,ň
o,o
v,v
a,a
l,l
 , 
h,h
o,o
w,w
h,h
i,i
c,c
h,h
 , 
o,o
t,t
h,h
e,e
r,r
 , 
p,p
e,e
o,o
p,p
l,l
e,e
 , 
m,<DEL>
a,<DEL>
y,<DEL>
 ,<DEL>
o,o
b,b
s,s
e,e
r,r
v,v
e,e
.,.
 , 
I,I
f,f
 , 
s,s
h,h
e,e
 , 
d,d
o,o
e,e
s,s
 , 
n,n
o,o
t,t
 , 
o,o
b,b
j,j
e,e
c,c
t,t
 , 
t,t
o,o
 , 
i,i
t,t
",",","
 , 
w,w
h,h
y,y
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
w,w
e,e
?,?
”,""""
 , 
“,""""
H,H
e,e
r,r
 , 
n,n
o,o
t,t
 , 
o,o
b,b
j,j
e,e
c,c
t,t
i,i
n,n
g,g
 , 
d,d
o,o
e,e
s,s
 , 
n,n
o,o
t,t
 , 
j,j
u,u
s,s
t,t
i,i
f,f
y,y
 , 
h,h
i,i
m,m
.,<DEL>
 , 
I,I
t,t
 , 
o,o
n,n
l,l
y,y
 , 
s,s
h,h
o,o
w,w
s,s
 , 
h,h
e,e
r,r
 , 
b,<DEL>
e,<DEL>
i,<DEL>
n,<DEL>
g,<DEL>
 ,<DEL>
d,d
e,e
f,f
i,i
c,c
i,i
e,e
n,n
t,t
 , 
i,i
n,n
 , 
s,s
o,o
m,m
e,e
t,t
h,<DEL>
i,<DEL>
n,<DEL>
g,<DEL>
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
-,-
-,-
s,s
e,e
n,n
s,s
e,e
 , 
o,o
r,r
 , 
f,f
e,e
e,e
l,l
i,i
n,n
g,g
.,.
”,<DEL>
 , 
“,<DEL>
W,W
e,e
l,l
l,l
",",<DEL>
”,<DEL>
 , 
c,c
r,r
i,i
e,e
d,d
<INS>, 
<INS>,m
<INS>,a
<INS>,y
<INS>, 
<INS>,b
<INS>,e
<INS>,i
<INS>,n
<INS>,g
<INS>, 
<INS>,s
<INS>,t
<INS>,h
<INS>,i
<INS>,n
<INS>,g
a,a
d,d
d,d
e,e
d,d
",", 
-,-
-,-
 , 
“,<DEL>
W,W
h,h
e,e
n,n
 , 
I,<DEL>
 ,<DEL>
s,s
a,a
i,i
d,d
 , 
t,t
h,h
a,a
t,t
 , 
h,h
e,e
 , 
i,i
m,m
p,p
r,r
o,o
v,v
e,e
d,d
 , 
o,o
n,n
 , 
a,a
c,c
q,q
u,u
a,a
i,i
n,n
t,t
a,a
n,n
c,c
e,e
",",;
 , 
I,I
 , 
d,d
i,i
d,d
 , 
n,n
o,o
t,t
 , 
m,m
e,e
a,a
n,n
 , 
t,t
h,h
a,a
t,t
 , 
e,e
i,i
t,t
h,h
e,e
r,r
 , 
h,h
i,i
s,s
 , 
m,m
i,i
n,n
d,d
 , 
o,O
r,r
 , 
m,m
a,a
n,n
n,n
e,e
r,r
s,s
 , 
w,w
e,e
r,r
e,e
 , 
i,1
n,1
 ,l
a,<DEL>
 , 
s,s
t,t
a,a
t,t
e,e
 , 
o,o
f,f
 , 
i,i
m,m
p,p
r,r
o,o
v,v
e,e
m,m
e,e
n,n
t,t
;,;
 , 
b,b
u,u
t,t
 , 
t,t
h,h
a,a
t,t
",",","
 , 
f,f
r,r
o,o
m,m
 , 
k,k
n,n
o,o
w,w
i,i
n,n
g,g
 , 
h,h
i,i
m,m
 , 
b,b
e,e
t,t
t,t
e,e
r,r
",",","
 , 
h,h
i,i
s,s
 , 
d,d
i,i
s,s
p,p
o,o
s,s
i,i
t,t
i,i
o,o
n,n
 , 
w,w
a,a
s,s
 , 
b,b
e,e
t,t
t,t
e,e
r,r
 , 
u,u
n,n
d,d
e,e
