Truth,Pred
c,c
t,t
i,i
t,t
i,i
",",","
 , 
„,L
j,j
e,e
n,n
 , 
j,j
s,s
i,i
-,-
l,l
i,i
 , 
p,p
o,o
c,c
t,t
i,i
v,v
ý,ý
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
"""",<DEL>
.,<DEL>
 , 
K,K
r,r
č,č
m,m
á,á
ř,ř
 , 
s,5
d,d
o,o
 , 
j,j
i,i
s,s
t,t
é,é
 , 
m,m
í,í
r,r
y,y
;,;
 , 
a,a
l,l
e,e
 , 
j,j
s,s
o,o
u,u
 , 
m,m
e,e
z,z
e,e
",",","
 , 
j,j
e,e
ž,ž
 , 
s,s
e,e
 , 
n,n
e,e
m,m
a,a
j,j
í,í
 , 
p,p
ř,ř
e,e
k,k
r,r
a,a
č,č
o,o
v,v
a,a
t,t
i,i
<INS>, 
.,.
 , 
A,A
 , 
k,k
d,d
y,y
ž,ž
 , 
u,u
ž,ž
 , 
t,t
o,o
m,m
 , 
m,m
l,l
u,u
v,v
í,í
m,m
:,:
 , 
n,n
e,e
m,m
ů,ů
ž,ž
e,e
 , 
b,b
 , 
n,n
i,i
c,c
 , 
z,z
a,a
j,j
í,í
m,m
a,a
v,v
ě,ě
j,j
š,š
í,í
h,h
o,o
 , 
n,n
a,a
d,d
 , 
o,<DEL>
 ,<DEL>
p,p
o,o
d,d
i,i
v,v
n,n
é,é
 , 
v,v
ý,ý
b,b
u,u
c,c
h,h
y,y
 , 
n,n
e,e
t,t
r,r
p,p
ě,ě
l,l
i,i
v,v
o,o
s,s
t,t
i,i
 , 
a,<DEL>
 ,<DEL>
s,s
v,v
é,é
h,h
l,l
a,a
v,v
o,o
s,s
t,t
i,i
.,.
 , 
Č,Č
a,a
s,s
t,t
o,o
 , 
t,t
r,r
p,p
í,í
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
l,l
e,e
t,t
",",;
 , 
p,p
o,o
k,k
o,o
ř,ř
u,u
j,j
e,e
 , 
s,s
e,e
",",","
 , 
s,s
n,n
á,á
š,š
í,í
u,u
n,n
f,f
o,o
r,r
t,t
u,u
n,n
a,a
t,t
e,e
-,-
-,-
b,b
u,u
t,t
 , 
o,o
n,n
 , 
t,t
h,h
i,i
s,s
 , 
p,p
o,o
i,<DEL>
n,n
t,t
 , 
i,i
t,t
 , 
w,w
i,i
l,l
l,l
 , 
b,b
e,e
 , 
a,a
s,s
 , 
w,w
e,e
l,l
l,l
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
b,b
e,e
 , 
s,s
i,i
l,l
e,e
n,n
t,t
.,<DEL>
 , 
O,<DEL>
n,<DEL>
l,l
y,<DEL>
 ,<DEL>
l,<DEL>
e,e
t,t
 , 
m,m
e,e
 , 
a,a
s,s
s,s
u,u
r,t
e,e
 , 
y,y
o,o
u,u
",",<DEL>
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
 , 
M,M
i,i
s,s
s,s
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
",",","
 , 
t,t
h,h
a,a
t,t
 , 
I,<DEL>
 ,<DEL>
c,c
a,a
n,n
 , 
f,f
r,r
o,o
m,m
 , 
m,m
y,y
 , 
h,h
e,e
a,a
r,<DEL>
t,t
 , 
<INS>,n
m,l
o,o
s,s
t,t
 , 
c,c
o,o
r,r
d,d
i,i
a,a
l,l
l,l
y,y
 , 
w,w
i,i
s,s
h,h
 , 
y,y
o,o
u,u
 , 
e,e
q,q
u,u
a,a
l,l
 , 
f,f
e,e
l,l
i,i
c,c
i,i
t,t
y,y
 , 
i,i
n,n
 , 
m,m
a,a
r,r
r,r
i,i
a,a
g,g
e,e
.,<DEL>
 , 
M,M
y,y
 , 
d,d
e,e
a,a
r,r
 , 
C,C
h,h
a,a
r,r
l,l
o,o
t,t
t,t
e,e
 , 
a,a
n,n
d,d
 , 
I,<DEL>
 ,<DEL>
h,h
a,a
v,r
e,e
 , 
b,b
u,u
t,t
 , 
o,o
n,n
e,e
 , 
m,m
i,i
n,u
d,d
 , 
a,a
n,n
d,d
 , 
o,o
n,n
e,e
 , 
w,w
a,a
<INS>,y
<INS>, 
<INS>,O
<INS>,u
<INS>,l
y,y
z,z
v,v
l,l
á,á
š,š
t,t
n,n
í,í
h,h
o,o
 , 
t,t
o,o
 , 
ú,ú
s,s
t,t
a,a
v,v
u,u
",",;
 , 
d,d
o,o
 , 
k,k
t,t
e,e
r,r
é,é
h,h
o,o
ž,ž
 , 
b,b
y,y
l,l
i,i
 , 
p,p
o,o
s,s
ý,ý
l,l
á,á
n,n
i,i
 , 
p,p
r,r
o,o
v,v
i,i
n,n
i,i
l,l
í,i
 , 
a,a
 , 
m,m
á,á
l,l
o,o
 , 
s,s
p,p
o,o
l,l
e,e
h,h
l,l
i,i
v,v
í,i
 , 
v,v
o,o
j,j
á,á
c,c
i,i
 , 
o,o
d,d
 , 
p,p
r,r
a,a
p,p
o,o
r,r
ů,u
",",;
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
t,t
a,a
m,m
 , 
p,p
o,o
l,l
e,e
p,p
š,š
i,i
l,l
i,i
 , 
a,a
 , 
o,o
d,d
k,k
u,u
d,d
ž,ž
 , 
s,s
e,e
 , 
p,p
o,o
 , 
d,d
v,v
o,o
u,u
 , 
a,a
 , 
v,v
í,i
c,c
e,e
 , 
l,l
e,e
t,t
e,e
c,c
h,h
 , 
v,v
r,r
a,a
c,c
e,e
l,l
i,i
 , 
t,t
a,a
k,k
ý,ý
m,m
i,i
 , 
d,d
a,a
r,r
e,e
b,b
á,á
k,k
y,y
",",;
 , 
ž,ž
e,e
 , 
t,t
ě,ě
ž,ž
k,k
o,o
 , 
b,b
y,y
l,l
o,o
 , 
n,n
a,a
j,j
i,i
t,t
i,i
 , 
j,j
i,i
m,m
 , 
p,p
o,o
d,d
o,o
b,b
n,n
ý,ý
c,c
h,h
.,.
 , 
<INS>, 
T,T
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
",",<DEL>
p,p
ř,ř
i,i
 , 
p,p
r,r
v,v
n,n
í,í
c,c
h,h
 , 
p,p
o,o
z,z
d,d
r,r
a,a
v,v
e,e
c,c
h,h
 , 
j,j
a,a
r,r
n,n
í,í
c,c
h,h
 , 
p,p
a,a
p,p
r,r
s,s
k,k
ů,ů
 , 
s,s
l,l
u,u
n,n
e,e
č,č
n,n
í,í
c,c
h,h
.,.
 , 
T,T
ř,ř
e,e
b,b
a,a
s,s
 , 
d,d
a,a
l,l
e,e
k,k
o,o
 , 
n,1
e,e
 , 
k,k
a,a
ž,ž
d,d
ý,ý
 , 
m,m
á,á
 , 
v,v
 , 
ú,ú
m,m
y,y
s,s
l,l
u,u
 , 
p,p
r,r
c,c
h,h
n,n
o,o
u,u
t,t
i,i
;,;
 , 
n,n
e,e
b,b
o,o
ť,ť
 , 
m,m
o,o
ž,ž
n,n
o,o
 , 
s,<DEL>
 ,<DEL>
u,u
r,r
č,č
i,i
t,t
o,o
s,s
t,t
í,í
 , 
ř,i
í,í
c,c
i,i
",",;
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
k,k
 , 
t,t
o,o
m,m
u,u
 , 
p,p
r,r
o,o
 , 
o,o
b,b
t,t
í,í
ž,ž
 , 
a,a
 , 
o,o
d,d
p,p
o,o
v,v
ě,ě
d,d
n,n
o,o
s,s
t,t
 , 
o,o
d,d
h,h
o,o
d,d
l,l
á,á
v,v
á,á
 , 
z,z
e,e
 , 
s,s
t,t
a,a
 , 
j,j
e,e
d,d
e,e
n,n
;,;
 , 
a,a
l,l
e,e
 , 
z,z
a,a
t,t
o,o
P,P
a,a
r,r
d,d
o,o
n,n
 , 
m,n
e,e
 , 
f,f
o,o
r,r
 , 
n,n
e,e
g,g
l,l
e,e
c,c
t,t
 , 
t,c
o,o
 , 
p,p
r,r
o,o
f,f
i,i
t,c
 , 
b,b
y,y
 , 
y,v
o,o
u,u
r,r
 , 
a,a
d,d
v,v
 , 
w,w
h,h
i,i
c,c
h,h
 , 
o,o
n,n
 , 
e,e
v,v
e,e
r,r
y,y
 , 
o,o
t,t
h,h
e,e
r,r
 , 
s,s
u,u
b,b
j,j
e,e
c,c
t,t
 , 
s,s
h,h
a,a
l,l
l,l
 , 
b,b
e,e
 , 
m,n
y,y
 , 
c,c
o,o
n,n
s,s
t,t
a,a
n,n
t,t
 , 
g,g
u,u
i,i
d,d
e,e
",",","
 , 
t,t
h,h
o,o
u,u
g,g
 , 
t,c
h,h
e,e
 , 
c,c
a,a
s,s
e,e
 , 
b,b
e,e
f,f
o,o
r,r
e,e
 , 
u,u
s,s
 , 
I,<DEL>
 ,<DEL>
c,c
o,o
n,n
s,s
i,l
d,d
e,e
r,r
 , 
m,M
y,y
s,s
e,e
l,l
f,f
 , 
m,m
o,o
r,r
e,e
 , 
f,f
i,i
t,t
t,t
e,e
d,d
 , 
b,b
y,Y
 , 
e,e
d,d
u,u
c,c
a,a
t,t
i,i
o,o
n,n
 , 
a,<DEL>
 ,<DEL>
h,h
a,a
b,b
i,i
t,c
u,u
a,a
l,l
 , 
s,s
t,t
u,u
d,d
y,y
 , 
t,t
o,o
 , 
d,d
e,e
c,c
 , 
o,o
n,n
 , 
w,v
h,h
a,a
t,t
 , 
i,1
s,5
 , 
r,r
i,i
g,g
h,h
t,t
 , 
t,c
h,h
a,a
n,n
s,s
p,p
r,r
a,a
v,v
i,i
t,t
i,<DEL>
 , 
k,k
a,a
z,z
a,a
j,j
k,k
u,u
",",","
 , 
n,n
e,e
z,z
j,j
e,e
d,d
n,n
á,á
 , 
s,s
i,i
 , 
n,n
o,o
v,v
é,é
 , 
b,b
o,o
t,l
y,y
",",;
 , 
a,a
l,l
e,e
 , 
k,k
o,o
u,u
p,p
í,i
 , 
s,s
i,i
 , 
p,p
r,r
e,e
c,c
l,l
í,i
k,k
y,y
",",<DEL>
 , 
m,m
a,a
r,r
c,c
i,i
p,p
á,á
n,n
y,y
 , 
a,a
 , 
s,s
m,m
l,l
s,s
n,n
e,e
 , 
s,s
i,i
",",","
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
m,m
u,u
 , 
b,b
y,y
l,l
o,o
 , 
s,s
e,e
d,d
m,n
 , 
l,l
e,e
t,t
.,<DEL>
 , 
„,<DEL>
E,E
c,c
h,h
 , 
t,t
y,y
",",<DEL>
 , 
S,S
i,l
r,r
o,o
t,t
k,k
<INS>,a
i,i
n,n
e,e
!,l
"""",""""
 , 
ř,n
í,<DEL>
k,k
a,a
l,l
i,i
 , 
m,m
u,u
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
.,.
 , 
„,<DEL>
J,J
s,s
i,I
 , 
t,t
o,o
 , 
s,s
i,i
r,r
o,o
t,t
e,e
k,k
 , 
K,K
a,a
z,z
á,á
n,n
s,s
k,k
ý,ý
!,l
"""",""""
 , 
V,V
 , 
d,d
o,o
b,b
ě,ě
",",","
 , 
k,k
d,d
y,y
 , 
n,n
e,e
n,n
í,í
 , 
p,p
r,r
á,á
c,c
e,e
",",<DEL>
 , 
t,t
o,o
u,u
l,l
á,á
v,v
á,á
 , 
s,s
e,e
 , 
p,p
o,o
 , 
d,d
r,r
u,u
h,h
ý,ý
c,c
h,h
a,a
n,n
i,u
m,n
a,a
t,t
e,e
d,d
 , 
l,l
a,a
n,n
g,g
u,u
a,a
g,g
e,e
 , 
o,o
f,f
 , 
t,t
 , 
v,v
i,i
o,o
l,l
e,e
n,n
c,c
e,e
 , 
o,o
f,f
 , 
m,m
y,y
 , 
a,a
f,f
f,f
e,e
c,c
t,t
i,i
o,o
 , 
T,T
o,o
 , 
f,f
o,o
r,r
t,t
u,u
n,n
e,e
 , 
I,I
 , 
a,a
m,m
 , 
p,p
e,e
r,r
f,f
e,e
c,c
t,t
l,l
 , 
i,u
n,n
d,d
i,i
f,f
f,f
e,e
r,r
e,e
n,n
t,t
",",","
 , 
a,a
n,n
d,d
 , 
s,s
h,h
a,a
l,l
l,l
 , 
m,m
a,a
k,k
e,e
 , 
n,n
o,0
 , 
d,d
e,e
m,m
<INS>,n
a,a
n,n
d,d
 , 
o,o
f,f
 , 
t,t
h,h
a,a
 , 
n,n
a,a
t,t
u,u
r,r
e,e
 , 
o,o
n,1
 , 
y,y
o,o
u,u
r,r
 , 
f,f
a,a
t,t
h,h
e,e
r,r
",",;
 , 
s,s
i,i
n,n
c,c
e,e
 , 
I,I
 , 
a,a
m,m
 , 
w,w
e,e
l,l
l,l
 , 
a,a
w,w
a,a
r,r
e,e
l,l
o,o
o,o
k,k
 , 
w,w
a,a
s,s
 , 
d,d
i,i
s,s
p,p
u,u
t,t
a,a
b,b
l,l
e,e
.,.
 , 
I,I
t,t
 , 
w,w
a,a
s,s
 , 
a,a
n,n
 , 
e,e
a,a
r,m
n,<DEL>
e,e
s,s
t,t
",",<DEL>
 , 
s,s
t,t
e,e
a,a
d,d
f,í
a,a
s,s
t,t
 , 
g,g
a,a
z,z
e,e
",",","
 , 
b,b
u,u
t,t
 , 
s,s
h,h
e,e
 , 
o,o
f,f
t,t
e,e
n,n
 , 
d,d
o,o
u,u
b,b
t,t
e,e
d,d
 , 
w,w
h,h
e,e
t,t
h,h
e,e
r,r
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
e,e
r,r
e,e
 , 
m,m
u,u
c,c
h,h
 , 
a,a
d,d
m,m
i,i
r,r
a,a
t,t
i,i
o,o
n,n
 , 
i,i
n,n
 , 
i,i
t,t
",",<DEL>
 ,<DEL>
a,a
n,n
d,d
 , 
s,s
o,o
m,m
e,e
t,t
i,i
m,m
e,e
s,s
 , 
i,i
t,t
 , 
s,s
e,e
e,e
m,m
e,e
d,d
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
b,b
u,u
t,t
 , 
a,a
b,b
s,s
e,e
n,n
c,c
e,e
 , 
o,o
f,f
 , 
m,m
i,i
n,n
d,d
.,<DEL>
 ,<DEL>
S,S
h,h
e,e
 , 
h,h
a,a
d,d
 , 
o,o
n,n
c,c
e,e
 , 
o,o
r,r
 , 
t,t
w,w
i,i
c,c
e,e
 , 
s,s
u,u
g,g
g,g
e,e
s,s
t,t
e,e
d,d
 ,<DEL>
t,<DEL>
o,<DEL>
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
t,t
h,h
e,e
p,p
ř,r
e,e
j,j
í,i
t,t
 , 
o,o
k,k
o,o
l,l
o,o
 , 
v,v
o,o
j,j
á,é
k,k
a,a
.,<DEL>
 , 
A,<DEL>
 ,<DEL>
c,<DEL>
o,<DEL>
 ,<DEL>
s,s
e,e
 , 
s,5
 , 
t,t
í,í
m,m
 , 
m,m
á,á
 , 
u,u
d,d
ě,e
l,l
a,a
t,t
?,?
 , 
V,V
š,s
e,e
c,c
h,h
n,n
o,o
 , 
j,j
e,e
 , 
p,p
ř,t
i,i
p,p
r,r
a,a
v,v
e,e
n,n
o,o
.,.
 , 
S,S
t,t
a,a
č,č
í,i
 , 
j,j
e,e
n,n
 , 
p,p
o,o
l,l
o,o
ž,ž
i,i
t,t
 , 
a,a
k,k
t,t
o,o
v,v
k,k
u,u
 , 
a,<DEL>
 ,<DEL>
z,z
m,m
i,i
z,z
e,e
t,t
.,.
 , 
T,T
o,o
ž,ž
 , 
j,j
a,a
k,k
 , 
b,b
y,y
c,c
h,h
o,o
m,m
 , 
t,t
o,o
 , 
u,u
d,d
ě,é
l,l
a,a
l,l
i,l
?,?
 , 
N,N
e,e
j,j
l,l
é,é
p,p
e,e
 , 
b,b
y,y
 , 
b,b
y,y
l,l
o,o
",",","
 , 
k,k
d,d
y,y
b,b
y,y
c,c
h,h
o,o
m,m
 , 
s,s
e,e
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
ý,ý
 , 
p,p
ř,ř
e,e
s,s
t,t
r,r
o,o
j,j
i,i
l,l
i,l
 , 
z,z
a,a
 , 
ž,ž
e,e
n,n
u,u
.,.
 , 
T,T
a,a
 , 
b,b
y,y
 , 
n,n
e,e
v,v
z,z
b,b
u,u
d,d
i,i
l,l
a,a
 , 
z,z
d,d
a,a
l,l
e,e
k,k
a,a
 , 
t,t
o,o
l,l
i,l
k,k
 , 
p,p
o,o
d,d
e,e
z,z
ř,ř
e,e
n,n
í,i
b,b
y,y
l,l
o,o
 , 
m,m
o,o
ž,ž
n,n
á,á
 , 
s,s
t,t
á,ä
t,t
i,i
 , 
z,z
á,i
d,d
y,y
 , 
k,k
 , 
p,p
e,e
v,v
n,n
o,o
s,s
t,u
i,<DEL>
 , 
a,<DEL>
 ,<DEL>
n,n
e,e
v,v
i,i
d,d
ě,é
t,t
i,i
 , 
j,j
í,i
.,<DEL>
 , 
V,V
š,š
e,e
c,c
h,h
n,n
a,a
 , 
o,o
s,s
t,t
a,a
t,t
n,n
í,i
 , 
m,n
í,i
s,s
t,t
a,a
",",<DEL>
 , 
k,k
d,d
e,e
 , 
s,s
e,e
 , 
k,k
o,o
n,n
a,a
l,l
y,y
 , 
n,n
a,a
š,š
e,e
 , 
p,p
r,r
á,á
c,c
e,e
",",<DEL>
 , 
b,b
y,y
l,i
a,a
 , 
v,'
 ,<DEL>
p,p
e,e
v,v
n,n
o,o
s,s
t,t
i,i
",",.
 , 
n,n
e,e
b,b
o,o
 , 
p,p
o,o
d,d
l,l
e,e
 , 
n,n
í,i
.,<DEL>
 , 
O,<DEL>
d,<DEL>
 ,<DEL>
n,n
e,e
j,j
p,p
r,r
v,v
n,n
ě,é
j,j
š,i
í,i
c,c
h,h
 , 
d,d
n,n
ů,ú
 , 
p,p
o,o
j,j
a,a
l,l
 , 
j,j
s,s
e,e
m,n
 , 
n,n
e,e
n,n
á,a
v,v
i,i
s,s
t,t
 ,<DEL>
k,k
 , 
o,o
n,n
é,é
 , 
p,p
e,e
v,v
n,n
o,o
s,s
t,t
i,i
 , 
a,a
 , 
z,z
v,v
l,ĺ
á,á
š,l
t,t
ě,ě
 , 
n,n
ě,é
k,k
t,t
e,e
r,r
ý,ý
m,m
 , 
j,j
e,e
j,j
í,i
 , 
b,b
u,u
d,d
o,o
v,v
á,a
m,n
.,<DEL>
n,n
á,á
l,l
a,a
d,d
a,a
 , 
d,d
o,o
s,s
t,t
o,o
u,u
p,p
i,i
l,l
a,a
 , 
n,<DEL>
e,<DEL>
j,<DEL>
v,v
y,y
š,š
š,š
í,í
h,h
o,o
 , 
s,s
t,t
u,u
p,p
n,n
ě,ě
.,<DEL>
 , 
 ,<DEL>
n,n
e,e
n,n
a,a
d,d
s,s
a,a
z,z
u,u
j,j
u,u
.,.
 , 
P,P
ř,ř
e,e
d,d
s,s
t,t
 , 
s,8
i,1
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
i,i
",",","
 , 
o,o
k,k
o,o
v,v
y,y
 , 
z,z
t,t
r,r
á,á
t,c
u,u
 , 
s,s
v,v
o,o
b,b
o,o
d,d
y,y
<INS>, 
",",","
 , 
d,d
l,l
o,o
 , 
s,s
m,m
u,u
t,t
n,n
á,á
 , 
l,l
é,é
t,t
a,a
 , 
v,<DEL>
 ,<DEL>
b,b
u,u
d,d
o,o
u,u
c,c
n,n
o,o
s,s
t,t
i,i
",",","
 , 
ž,ž
i,i
v,v
o,o
t,t
 , 
j,j
e,e
d,d
n,n
o,o
t,t
v,v
á,á
r,r
n,n
ý,ý
",",","
 , 
j,j
a,a
k,k
o,o
 , 
v,<DEL>
 ,<DEL>
k,k
a,a
p,p
k,k
y,y
 , 
z,Z
a,a
 , 
p,p
o,o
š,š
m,m
o,o
u,u
r,r
n,n
é,é
h,h
<INS>, 
<INS>,n
<INS>,e
<INS>,j
ž,ž
e,e
 , 
j,j
e,e
 , 
t,t
a,a
k,k
 , 
t,t
ě,ě
ž,ž
k,k
o,c
 , 
k,<DEL>
 ,<DEL>
n,n
i,i
m,m
 , 
s,<DEL>
 ,<DEL>
d,d
o,o
b,p
r,r
a,a
t,t
i,i
.,.
 , 
D,D
ř,ř
í,í
v,v
e,e
",",","
 , 
z,<DEL>
a,<DEL>
 ,<DEL>
p,p
ř,ř
e,e
d,d
e,e
š,š
l,l
é,é
h,h
o,o
 , 
m,m
a,a
j,_
o,o
r,r
a,a
",",","
 , 
b,b
y,y
l,l
o,o
 , 
a,a
ž,ž
 , 
i,<DEL>
 ,<DEL>
n,n
e,e
b,p
e,e
z,z
p,p
e,e
č,č
n,n
o,o
 , 
p,p
ř,ř
i,i
n,n
é,é
s,s
t,t
 , 
k,k
n,n
i,i
h,h
u,u
 , 
d,d
o,o
 , 
k,k
á,a
z,z
n,n
i,i
c,c
e,e
.,<DEL>
 , 
V,<DEL>
 ,<DEL>
p,p
ř,ř
í,í
p,p
a,a
d,d
ě,ě
",",","
 , 
ž,ž
e,e
 , 
b,P
y,y
 , 
j,j
i,i
 , 
b,b
y,y
l,l
i,i
 , 
n,n
a,a
š,š
l,l
i,i
 , 
p,p
ř,ř
i,í
 , 
p,p
r,r
o,o
h,h
l,l
í,i
d,d
c,c
e,e
",",<DEL>
 , 
n,n
a,a
s,s
t,t
a,a
l,l
 , 
b,P
y,y
 , 
z,z
c,c
e,e
l,l
a,a
 , 
j,j
i,i
s,s
t,t
ě,ě
 , 
v,v
ý,ý
s,s
l,l
e,e
c,c
h,h
:,:
 , 
„,<DEL>
O,O
d,d
k,k
u,u
d,d
 , 
j,j
s,s
o,o
u,u
 , 
k,k
n,n
i,i
h,h
y,y
?,?
 , 
K,K
d,d
e,e
s,s
 , 
j,J
e,e
 , 
v,v
z,z
a,a
l,l
?,<DEL>
 , 
M,Y
á,a
d,d
o,o
u,u
b,b
t,t
 , 
o,o
f,f
 , 
h,h
i,i
s,s
 , 
b,b
e,e
i,i
n,n
g,g
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
 , 
h,h
a,a
d,d
 , 
n,n
e,e
v,v
e,e
r,r
 , 
o,o
c,c
c,c
u,u
r,r
r,r
e,e
d,d
 , 
t,t
o,o
 , 
h,h
e,e
r,r
.,.
 , 
T,T
h,h
e,e
 , 
c,c
e,e
r,r
t,t
a,a
i,i
n,n
t,t
y,y
 , 
o,o
f,f
 , 
m,m
e,e
e,e
t,t
i,i
n,n
g,g
 , 
h,h
i,i
m,m
 , 
h,h
a,a
d,d
 , 
n,n
o,o
t,t
 , 
b,b
e,e
e,e
n,n
 , 
c,c
h,h
e,e
c,c
k,k
e,e
d,d
 , 
b,b
y,y
 , 
a,a
n,n
y,y
 , 
o,o
f,f
 , 
t,t
h,h
o,o
s,s
e,e
 , 
r,r
e,e
c,c
o,o
l,l
l,l
e,e
c,c
t,t
i,i
o,o
n,n
s,s
 , 
t,t
h,h
a,a
t,t
 , 
m,m
i,i
g,g
h,h
t,t
 , 
n,n
o,o
t,t
 , 
u,u
n,n
r,r
e,e
a,a
s,s
o,o
n,n
a,a
b,b
l,l
y,y
 , 
h,h
a,a
v,v
e,e
 , 
a,a
l,l
a,a
r,r
m,m
e,e
d,d
 , 
h,h
e,e
r,r
.,.
 , 
S,S
h,h
e,e
 , 
h,h
a,a
d,d
o,o
v,v
l,l
á,i
d,d
a,a
l,l
y,y
 , 
d,d
r,<DEL>
u,u
h,h
é,é
",",<DEL>
 , 
i,1
 ,<DEL>
t,t
y,y
 , 
s,s
e,e
 , 
s,<DEL>
n,n
a,a
ž,ž
i,i
l,l
y,y
",",<DEL>
 , 
j,j
a,a
k,k
 , 
b,b
y,y
 , 
s,p
i,i
 ,<DEL>
p,<DEL>
ř,<DEL>
i,i
s,s
v,v
o,o
j,j
i,u
l,l
y,y
 , 
s,s
p,p
o,o
l,l
e,e
č,c
n,n
ý,y
 , 
t,t
o,o
<INS>,1
n,l
 , 
c,c
e,e
l,l
é,e
 , 
t,t
r,r
e,e
s,s
t,t
n,<DEL>
i,<DEL>
c,c
e,e
.,<DEL>
 , 
C,C
e,e
l,l
k,k
e,e
m,m
 , 
m,m
o,o
h,b
u,u
 , 
ř,f
í,i
c,c
i,i
",",<DEL>
 , 
ž,Ž
e,e
 , 
v,I
š,s
e,e
c,c
h,h
e,e
n,n
 , 
t,t
e,e
n,n
 , 
l,<DEL>
i,<DEL>
d,<DEL>
 ,<DEL>
—,<DEL>
 ,<DEL>
v,v
y,y
j,j
m,n
a,a
 , 
n,n
ě,é
k,k
o,o
l,h
i,<DEL>
k,k
 , 
n,n
e,e
č,č
e,e
t,t
n,n
ý,y
c,c
h,h
",",.
 , 
n,n
e,e
v,v
y,y
č,c
e,e
r,r
p,p
a,a
t,t
e,e
l,l
n,n
ě,é
 , 
v,v
e,e
s,s
e,e
l,l
ý,y
c,c
h,h
 , 
l,h
i,<DEL>
d,d
í,i
",",<DEL>
 , 
z,z
a,a
č,c
e,e
ž,Ŕ
 , 
s,s
e,e
 , 
j,j
i,u
m,n
 , 
d,d
o,o
s,s
t,t
á,á
v,v
a,a
l,l
o,o
 , 
v,v
š,s
e,e
o,o
b,b
e,e
c,c
n,n
é,é
h,h
o,o
 , 
o,o
p,p
o,o
v,v
r,r
ž,ž
e,e
n,n
í,i
 , 
—,<DEL>
 ,<DEL>
b,b
y,y
l,l
 ,<DEL>
l,l
i,i
d,d
c,c
e,e
l,l
o,o
u,u
 , 
t,t
u,u
 , 
d,d
o,o
b,b
u,u
 , 
o,o
b,b
y,y
č,č
e,e
j,j
n,n
ě,é
 , 
i,i
 , 
z,<DEL>
a,<DEL>
 ,<DEL>
o,o
b,b
l,l
e,e
k,k
",",.
 , 
i,i
 , 
z,z
a,á
 , 
p,p
o,o
k,k
r,y
ý,<DEL>
v,v
k,l
u,<DEL>
 , 
p,p
ř,r
i,i
 , 
s,<DEL>
p,<DEL>
a,<DEL>
n,<DEL>
í,<DEL>
",",<DEL>
 ,<DEL>
i,i
 ,<DEL>
z,z
a,a
 , 
p,p
o,o
s,s
l,l
a,a
m,n
k,k
u,u
 , 
n,n
a,a
 , 
n,n
a,a
r,r
á,á
c,c
h,h
.,.
 , 
A,A
l,l
e,e
 , 
p,p
l,l
á,á
š,š
t,t
ě,ě
 , 
b,b
y,y
l,l
y,y
 , 
p,p
e,e
v,r
n,n
é,e
",",","
 , 
a,a
č,č
 , 
t,t
a,a
k,k
é,e
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
v,v
z,z
á,á
c,c
n,n
o,o
s,s
t,t
í,í
 , 
v,v
i,i
d,d
ě,ě
t,t
i,i
 , 
k,k
o,o
n,n
c,c
e,e
m,m
 , 
t,t
ř,r
e,e
t,t
í,i
h,h
o,o
 , 
r,r
o,o
k,k
u,u
",",<DEL>
 , 
t,J
.,-
 ,<DEL>
j,<DEL>
.,<DEL>
 ,<DEL>
k,k
o,o
n,n
c,c
e,e
m,m
 , 
u,u
s,s
t,t
a,a
n,n
o,o
v,v
e,e
n,n
é,e
 , 
l,l
h,h
ů,ů
t,t
y,y
<INS>, 
",",","
 , 
<INS>,1
n,l
a,a
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
é,é
m,n
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
<INS>, 
<INS>,s
<INS>,p
<INS>,a
<INS>,n
<INS>,í
 , 
p,p
l,l
á,á
š,š
ť,ť
n,n
e,e
j,j
p,p
r,r
v,v
e,e
 , 
s,s
á,á
m,m
 , 
a,a
 , 
c,c
o,o
 , 
u,u
p,p
i,i
l,l
",",<DEL>
 , 
t,","
o,<DEL>
 , 
n,n
e,e
l,l
i,i
d,d
s,s
k,k
ý,ý
m,m
 , 
z,z
p,p
ů,ů
s,s
o,o
b,b
e,e
m,m
 , 
d,d
o,o
l,l
e,e
j,j
e,e
 , 
v,v
