Truth,Pred
 , 
f,f
r,r
o,o
n,n
t,t
 , 
t,t
h,h
e,e
 , 
l,l
a,a
n,n
e,e
",",","
 , 
i,I
n,n
 , 
q,q
u,u
e,e
s,s
t,t
 , 
o,o
f,f
 , 
t,t
h,h
i,l
s,s
 , 
w,w
o,o
n,n
d,d
e,e
r,r
;,;
 , 
i,I
t,t
 , 
w,w
a,a
s,s
 , 
t,t
w,w
o,o
m,m
o,o
n,o
e,c
y,y
 , 
a,a
n,n
d,d
 ,u
r,<DEL>
a,a
n,n
k,k
 , 
s,s
h,h
e,e
 , 
t,t
h,h
o,o
u,o
g,g
h,h
t,t
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
w,m
i,<DEL>
t,<DEL>
n,n
e,e
s,s
s,f
 , 
w,r
i,o
t,z
h,b
o,o
u,n
t,<DEL>
 , 
t,u
r,<DEL>
e,e
p,p
i,i
d,d
a,u
t,n
i,<DEL>
o,o
n,n
.,<DEL>
 , 
F,F
r,r
o,o
m,m
 , 
t,t
h,h
e,e
 , 
e,e
n,n
t,u
r,<DEL>
a,a
n,n
c,c
e,e
 ,<DEL>
h,h
a,a
l,l
l,l
",",<DEL>
 , 
o,o
f,f
 , 
w,n
h,h
i,<DEL>
c,c
h,h
 , 
M,M
r,<DEL>
.,<DEL>
 , 
C,C
o,o
l,l
l,l
i,m
n,<DEL>
s,s
 , 
p,p
o,o
i,i
n,n
t,i
e,e
d,l
 , 
o,o
u,w
t,l
",",<DEL>
 , 
w,m
i,<DEL>
t,t
h,h
 ,<DEL>
a,a
 ,n
r,<DEL>
a,<DEL>
p,p
t,n
u,u
r,<DEL>
o,o
u,u
s,s
 , 
a,3
i,u
r,<DEL>
",",<DEL>
 , 
t,t
h,h
e,e
 , 
f,f
i,<DEL>
n,n
e,e
 , 
p,p
r,r
o,o
p,p
o,o
r,r
t,n
i,<DEL>
o,o
n,n
 , 
a,1
n,n
d,d
 , 
f,ú
i,n
n,n
i,<DEL>
s,<DEL>
h,h
e,e
d,d
 , 
o,o
r,m
n,u
a,l
m,<DEL>
e,e
n,u
t,t
s,<DEL>
",",<DEL>
 , 
t,l
h,a
e,<DEL>
y,<DEL>
 ,<DEL>
f,<DEL>
o,<DEL>
l,l
l,l
o,o
w,n
e,e
d,d
 , 
t,t
h,h
e,e
 , 
s,I
e,e
r,r
v,v
a,a
n,n
t,n
s,<DEL>
 , 
t,t
h,b
r,<DEL>
o,o
u,u
g,g
h,n
 , 
a,a
n,n
<INS>, 
<INS>,m
<INS>,h
<INS>,e
<INS>,x
t,t
e,e
s,s
k,k
n,n
é,é
 , 
p,p
í,Ĺ
s,s
n,n
ě,<DEL>
 , 
z,<DEL>
 ,<DEL>
 ,<DEL>
B,B
o,o
j,j
o,o
v,v
é,é
 , 
p,p
í,í
s,s
n,n
ě,ě
 , 
p,D
a,a
 , 
P,P
r,r
á,á
v,v
ě,e
 , 
z,z
p,p
í,í
v,v
a,a
l,l
i,i
 , 
r,<DEL>
 ,<DEL>
p,p
í,í
s,s
e,e
ň,ň
.,z
 , 
R,R
y,y
c,c
h,h
l,l
o,o
u,u
",",","
 , 
d,d
o,o
v,v
á,á
d,d
i,i
v,v
o,o
u,u
.,<DEL>
 , 
K,K
a,a
p,p
i,i
 , 
Š,Š
t,t
ě,ě
p,p
á,á
n,n
o,o
v,v
 , 
n,n
á,á
h,h
l,l
e,e
 , 
 ,<DEL>
o,o
d,d
 , 
s,s
t,t
o,o
l,l
u,u
.,;
 , 
A,F
 , 
j,j
i,í
ž,ž
p,p
o,o
j,j
e,e
d,d
o,o
u,u
",",;
 , 
n,n
ý,ý
b,b
r,r
ž,ž
 , 
a,a
n,n
i,i
 , 
m,m
u,u
 , 
n,n
e,e
p,p
ř,ř
i,i
š,š
l,l
a,a
 , 
p,p
o,o
d,d
o,o
b,b
n,n
á,á
 , 
o,o
t,t
á,á
z,z
 , 
n,n
a,a
 , 
m,<DEL>
y,<DEL>
s,<DEL>
l,<DEL>
.,<DEL>
 ,<DEL>
S,S
t,t
a,a
r,r
š,š
í,í
 , 
p,p
a,a
k,k
 , 
m,m
ě,é
 , 
z,z
a,a
 , 
z,z
b,b
y,y
t,t
e,e
č,č
n,n
o,o
",",;
 , 
a,a
b,b
y,y
 , 
m,m
<INS>,n
u,u
 , 
t,t
 , 
s,s
d,d
ě,ě
l,l
o,o
v,v
a,a
l,l
i,i
.,.
 , 
T,T
a,a
k,k
 , 
v,v
y,y
j,j
e,e
l,l
i,i
 , 
n,n
 , 
l,l
o,o
u,u
p,p
e,e
ž,ž
",",","
 , 
m,m
a,a
j,j
í,í
c,c
e,e
 , 
v,V
 , 
ú,ú
m,m
<INS>,n
y,y
s,s
 , 
v,v
y,y
č,č
k,k
a,a
t,t
i,i
 , 
u,u
 , 
c,c
e,e
s,s
t,t
y,y
 , 
a,a
<INS>, 
<INS>,m
<INS>,y
<INS>,s
<INS>,L
n,n
u,o
p,p
t,c
i,i
a,a
l,l
s,<DEL>
",",<DEL>
 , 
f,í
i,n
n,n
e,e
 , 
m,I
u,n
s,l
l,e
i,r
n,n
s,n
",",<DEL>
 , 
n,n
e,e
w,R
 , 
c,€
a,M
r,I
r,n
i,<DEL>
a,a
g,r
e,a
s,n
",",<DEL>
 , 
a,&
n,u
d,d
 , 
s,s
e,e
<INS>,t
r,r
v,<DEL>
a,a
n,n
t,t
s,s
.,.
 , 
S,S
h,h
e,e
 , 
w,e
a,1
s,9
 , 
b,l
u,o
s,o
i,h
l,h
y,'
 , 
s,B
e,e
a,u
r,r
c,a
h,I
i,<DEL>
n,n
g,E
 , 
t,t
h,l
r,c
o,o
u,u
g,e
h,l
 , 
t,i
h,h
e,e
 , 
n,p
e,a
i,l
g,c
h,a
b,b
o,e
u,u
r,<DEL>
h,h
o,e
o,o
d,d
 ,l
f,n
o,<DEL>
r,r
 ,<DEL>
a,a
 , 
p,p
r,r
o,a
p,p
e,e
r,z
 , 
s,s
i,n
t,m
u,<DEL>
a,a
t,t
i,i
o,o
n,n
 ,í
f,a
o,<DEL>
r,r
 , 
h,h
e,e
r,r
 , 
d,d
a,e
u,u
g,g
h,h
t,h
e,e
r,r
;,:
 , 
a,a
n,n
d,6
",",u
 ,s
w,h
i,e
t,<DEL>
h,<DEL>
o,o
u,<DEL>
t,t
 , 
<INS>,l
k,a
n,t
o,i
w,-
i,I
n,c
g,g
 , 
o,o
r,c
 , 
c,c
<INS>,t
o,o
n,l
s,<DEL>
i,i
d,d
e,o
r,r
i,i
n,a
g,c
 , 
w,d
h,u
a,<DEL>
t,t
 , 
t,i
h,h
e,e
i,l
r,r
 , 
i,i
n,n
c,c
<INS>,a
o,r
m,O
e,e
 , 
<INS>,r
m,o
i,l
g,s
h,h
t,i
 , 
b,b
e,e
",",.
 ,<DEL>
r,r
e,e
j,<DEL>
e,e
c,c
t,<DEL>
e,e
d,d
 , 
m,m
a,a
n,n
y,r
 , 
a,2
s,6
P,P
e,e
m,m
b,b
e,e
r,r
l,l
e,e
y,y
 , 
m,m
i,i
g,p
h,h
t,t
 , 
b,b
e,e
 , 
s,s
o,o
m,m
e,e
t,t
h,h
i,i
n,n
g,g
!,l
 , 
T,T
h,h
e,e
y,y
 , 
d,d
e,e
s,s
c,c
e,e
n,n
d,d
e,e
d,d
 , 
t,t
h,h
e,e
 , 
h,h
i,i
l,l
l,l
",",<DEL>
 , 
c,c
r,r
o,o
s,s
s,s
e,e
d,d
 , 
t,t
h,h
e,e
<INS>,}
 , 
b,b
r,r
i,i
d,d
g,p
e,e
",",;
 , 
a,a
n,n
d,d
 , 
d,d
r,r
o,o
v,v
e,e
 , 
t,t
o,o
 , 
t,z
h,h
e,e
 , 
d,d
o,o
o,o
r,r
;,;
 , 
a,a
n,n
d,d
",",<DEL>
 , 
w,w
h,h
i,i
l,l
e,e
 , 
e,e
x,x
a,a
m,m
i,i
n,n
i,i
n,n
g,g
 , 
t,t
h,h
e,o
 ,<DEL>
n,n
e,é
a,a
r,r
e,e
r,r
 , 
a,a
s,s
p,p
e,e
c,c
t,t
 , 
o,o
f,f
 , 
t,t
<INS>,l
h,r
e,e
 , 
h,h
o,o
u,u
s,s
e,e
",",","
 , 
a,a
l,l
l,l
 , 
h,h
e,e
r,r
 , 
a,a
p,p
p,p
r,r
e,e
h,h
e,e
n,n
s,s
i,i
o,o
n,n
 , 
o,o
f,f
 , 
m,m
e,e
e,e
t,t
i,<DEL>
n,<DEL>
g,g
 , 
i,i
t,t
s,s
 , 
o,o
w,w
n,n
e,e
r,r
h,h
a,a
s,s
 , 
k,k
n,n
o,o
w,w
n,n
 , 
h,h
i,i
m,m
 , 
o,o
n,n
l,l
y,y
 , 
a,a
 , 
f,l
o,o
r,r
t,t
n,<DEL>
i,i
g,g
h,h
t,t
<INS>, 
.,.
 , 
S,S
h,h
e,e
 , 
d,d
a,a
n,r
c,c
e,a
d,d
 , 
f,l
o,o
u,u
r,r
 , 
d,d
a,a
n,n
c,c
e,e
s,s
 , 
w,w
i,i
t,l
h,h
 , 
h,h
i,i
m,m
 , 
a,a
t,l
 , 
M,M
e,e
r,r
y,y
t,l
o,o
n,n
;,","
 , 
s,s
h,h
e,e
 , 
s,s
a,a
w,w
 , 
h,h
i,i
<INS>,r
m,n
 , 
o,o
n,n
e,e
 , 
m,m
o,o
r,r
n,n
i,i
n,n
g,g
 , 
a,a
t,l
 , 
h,h
i,i
s,s
 , 
o,o
w,w
n,n
 , 
h,h
o,o
u,u
s,s
e,e
",",<DEL>
 , 
a,a
n,n
d,d
 , 
h,h
a,a
s,s
 , 
s,s
i,i
n,n
c,c
e,e
 , 
d,d
i,i
n,n
e,e
d,d
 , 
i,i
n,n
 , 
c,c
o,o
m,m
p,p
a,a
n,n
y,y
 , 
w,w
i,i
t,l
h,h
 , 
h,h
i,i
<INS>,r
m,n
 , 
f,í
o,o
u,u
r,r
 , 
t,t
i,i
m,m
e,e
s,s
., 
 , 
<INS>, 
T,T
h,h
i,i
s,s
 , 
i,i
s,s
 , 
n,n
o,o
t,t
 , 
q,q
u,u
i,i
t,l
e,e
 , 
e,e
n,n
o,o
u,u
g,g
h,h
 , 
t,I
o,o
 , 
m,m
a,a
k,k
e,e
 , 
h,h
e,e
r,r
 , 
u,u
n,n
d,d
e,e
r,r
s,s
t,t
a,a
n,n
d,d
 , 
h,h
i,i
s,s
z,n
v,v
ě,ě
d,d
a,a
v,v
o,o
s,s
t,t
í,i
.,.
 , 
D,D
á,á
v,v
n,n
o,o
 , 
j,j
s,s
e,e
m,m
 , 
j,j
i,i
ž,z
 , 
o,<DEL>
 ,<DEL>
n,n
ě,ě
m,n
 , 
s,s
l,l
ý,ý
c,c
h,h
a,a
l,l
 , 
p,p
r,n
a,<DEL>
v,v
é,é
 , 
d,d
i,i
v,v
y,y
.,.
 , 
B,B
y,y
l,l
 , 
t,t
o,o
 , 
z,z
l,l
o,o
s,s
y,y
n,n
",",<DEL>
 , 
j,j
a,a
k,l
ý,ý
c,c
h,h
 , 
j,j
e,e
 , 
m,n
á,á
l,l
o,o
",",<DEL>
 , 
v,v
r,r
a,a
ž,i
d,d
í,í
c,c
í,í
 , 
s,<DEL>
 ,<DEL>
c,c
h,h
l,l
a,a
d,d
n,n
o,o
u,n
 , 
m,<DEL>
y,<DEL>
s,s
l,<DEL>
í,<DEL>
 ,<DEL>
s,<DEL>
t,t
a,a
r,r
c,c
e,e
 , 
i,<DEL>
 ,<DEL>
d,d
ě,ě
t,t
i,i
",",","
 , 
Č,C
l,l
o,o
v,r
ě,d
k,c
 ,<DEL>
s,s
 , 
o,o
h,h
r,r
o,o
m,m
n,n
o,o
u,u
 , 
s,s
i,i
l,l
o,o
u,u
 , 
v,v
ů,ú
l,l
e,e
 , 
a,a
 , 
s,<DEL>
 ,<DEL>
h,h
r,r
d,d
ý,j
m,m
 , 
v,v
ě,ě
d,d
o,o
m,m
í,í
m,m
<INS>,n
 , 
s,a
v,r
é,é
 , 
s,j
í,í
l,l
y,y
.,<DEL>
 , 
P,P
ř,i
i,i
z,m
n,<DEL>
a,a
l,l
 , 
s,s
e,e
 , 
k,k
e,e
 , 
m,n
n,n
o,o
h,h
ý,i
m,n
 , 
v,v
r,r
a,a
ž,i
d,d
á,á
m,m
 , 
a,a
 , 
b,b
y,y
l,l
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
 , 
k,k
 , 
t,t
r,r
e,e
s,s
t,t
e,e
<INS>, 
<INS>,m
<INS>,y
<INS>,s
<INS>,l
<INS>,i
o,o
h,h
o,o
l,l
e,e
n,n
ý,ý
",",","
 , 
z,z
n,n
a,a
m,n
e,e
n,n
a,a
n,n
ý,ý
",",","
 , 
ř,ř
e,e
t,t
ě,ě
z,z
e,e
c,c
h,h
 , 
a,a
 , 
k,k
 , 
t,t
o,o
m,m
u,u
 , 
u,u
 , 
s,s
 , 
d,d
o,o
m,m
a,a
",",","
 , 
v,v
e,e
 , 
s,s
v,v
é,é
m,m
 , 
ž,ž
a,a
l,l
á,á
ř,ř
 , 
h,h
n,n
í,í
z,z
d,d
ě,ě
",",","
 , 
p,p
ř,ř
e,e
s,s
 , 
j,j
e,e
h,h
o,o
ž,ž
 , 
p,p
r,r
 , 
n,u
i,i
k,k
d,d
o,o
 , 
n,n
e,e
p,p
ř,ř
e,e
s,s
t,t
u,u
p,p
u,u
j,j
e,e
",",","
 , 
v,v
n,n
u,u
c,c
o,o
v,v
a,a
l,l
 , 
j,j
i,i
m,n
 , 
ú,ú
c,c
t,t
u,u
 , 
j,j
i,i
s,s
 , 
d,d
r,r
u,u
h,h
u,u
.,.
 , 
N,N
a,a
š,š
i,i
 , 
p,p
a,a
k,k
s,s
v,v
é,é
m,m
u,u
 , 
p,p
á,á
n,n
o,o
v,v
i,i
 , 
a,a
 , 
p,<DEL>
r,<DEL>
 ,<DEL>
n,n
a,a
š,š
i,i
m,m
 , 
<INS>,'
p,p
<INS>,á
ř,s
í,n
š,o
t,k
i,i
p,a
k, 
á,p
ř,<DEL>
ů,<DEL>
m,m
 , 
t,t
ř,ř
i,i
c,c
e,e
t,t
 , 
k,k
o,o
p,p
ě,ě
j,j
e,e
k,k
 , 
s,s
t,t
ř,ř
í,í
b,b
 , 
T,T
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
s,s
e,e
 , 
c,c
h,h
y,y
s,s
t,t
a,a
 , 
p,p
o,o
v,v
ě,ě
s,s
i,i
t,t
i,i
<INS>, 
.,.
 , 
T,T
o,o
 , 
s,s
e,e
 , 
d,d
ě,ě
l,l
o,o
 , 
v,v
e,e
l,l
m,m
i,i
 , 
p,p
o,o
h,h
o,o
d,d
l,l
n,n
ě,ě
;,;
 , 
k,k
ů,ů
 , 
s,s
t,t
á,á
h,h
l,l
i,i
 , 
a,a
 , 
t,t
r,r
u,u
p,p
 , 
h,h
o,o
d,d
i,i
l,l
i,i
 ,<DEL>
 , 
v,v
e,e
l,l
i,i
k,k
é,é
 , 
a,a
 , 
h,h
l,l
u,u
b,b
o,o
k,k
é,é
 , 
j,j
á,á
a,a
b,b
y,y
c,c
h,h
o,o
m,m
 , 
i,Z
 ,<DEL>
v,<DEL>
 ,<DEL>
z,<DEL>
a,a
v,v
r,r
ž,ž
e,e
n,n
ý,ý
c,c
 , 
z,z
m,m
r,r
z,z
a,a
<INS>, 
<INS>,l
č,č
e,e
n,n
ý,ý
c,c
h,h
 , 
b,b
y,y
t,t
o,o
s,s
t,t
e,e
c,c
h,h
 , 
d,d
o,o
v,v
e,e
d,d
l,l
i,i
 , 
s,s
p,p
a,a
t,t
ř,r
o,o
v,v
a,a
t,t
i,i
 , 
a,<DEL>
 ,<DEL>
m,m
i,i
l,l
o,o
v,v
a,a
t,t
i,i
 , 
s,s
v,v
é,é
 , 
b,b
r,r
a,a
t,t
r,r
y,y
.,<DEL>
 , 
S,S
p,p
i,i
s,s
y,y
 , 
D,D
o,o
s,s
t,t
o,o
j,j
e,e
v,v
s,s
k,k
é,é
h,h
o,o
 , 
n,n
e,e
j,j
s,s
o,c
u,u
 , 
o,o
v,v
š,Š
e,e
m,m
 , 
b,b
e,e
z,z
v,v
a,a
d,d
n,n
é,é
 , 
H,H
l,l
a,a
v,v
n,n
í,i
m,m
 , 
j,j
e,e
j,j
i,i
c,c
h,h
 , 
n,n
e,e
d,d
o,o
s,s
t,t
a,a
t,t
k,k
e,e
m,m
 , 
j,j
e,e
s,s
t,t
 , 
s,s
p,p
ě,ě
c,c
 , 
s,s
e,e
 , 
k,k
t,t
e,e
r,r
ý,ý
m,m
 , 
b,b
y,y
l,l
y,y
 , 
t,t
v,v
o,o
ř,r
e,e
n,n
 , 
D,D
o,o
s,s
t,t
o,o
j,j
e,e
v,v
s,s
k,k
ý,ý
 , 
p,p
s,s
a,a
l,l
 , 
p,p
r,r
o,o
m,u
o,o
s,s
t,<DEL>
 ,<DEL>
u,u
n,n
<INS>,d
w,v
i,i
l,l
l,l
i,í
n,n
g,v
l,l
y,v
.,<DEL>
 , 
I,I
 ,t
a,a
<INS>,o
m,n
 , 
s,s
o,o
r,u
r,c
y,y
 , 
t,t
o,t
 ,<DEL>
h,h
a,a
v, 
e,w
 , 
o,o
c,d
c,e
a,u
s,s
i,1
o,o
n,n
e,c
 , 
p,p
a,a
i,<DEL>
n,n
 ,d
t,<DEL>
o,o
 ,l
a,a
n,p
y,v
o,o
n,u
e,o
.,c
 ,l
I,o
t,<DEL>
 ,<DEL>
h,h
a,a
s,s
 , 
<INS>,[
b,b
e,o
e,o
n,m
 ,u
m,v
o,o
s,s
t,<DEL>
 ,<DEL>
u,u
n,t
c,<DEL>
o,o
n,n
s,s
c,a
i,l
o,o
u,u
s,s
l,l
 , 
d,d
o,d
n,i
e,e
",",b
 ,<DEL>
h,h
o,e
w,w
e,c
v,y
e,e
r,v
",",z
 ,<DEL>
a,a
n,n
d,d
 , 
I,h
 ,b
h,<DEL>
o,o
 , 
w,w
<INS>,v
i,i
l,l
l,l
 , 
b,b
e,e
 , 
<INS>,a
<INS>,h
o,e
f,l
 ,í
s,e
h,m
o,o
<INS>, 
r,9
t,d
 , 
d,d
u,u
r,n
a,n
t,<DEL>
i,i
o,a
n,n
.,t
 , 
T,E
h,h
<INS>,f
e,{
 , 
f,t
e,o
e,o
l,l
i,i
n,n
g,n
s,s
 , 
w,v
h,h
i,i
c,d
h,o
 ,n
y,<DEL>
o,o
u,t
 , 
t,1
e,H
l,a
l,n
 ,<DEL>
m,<DEL>
e,e
 ,b
h,<DEL>
a,a
v,t
e,e
w,w
a,a
s,s
 , 
v,v
e,e
r,r
y,y
 , 
w,w
r,r
o,o
n,n
g,g
 , 
i,i
n,n
 , 
s,s
i,i
n,n
g,g
l,l
i,i
n,n
g,g
 , 
m,m
e,e
 , 
o,o
u,u
t,t
 , 
a,a
s,s
 , 
s,s
h,h
e,é
 , 
d,d
i,i
d,d
;,;
 , 
I,I
 ,<DEL>
c,c
a,a
n,n
 , 
s,s
a,a
f,f
e,e
l,l
y,y
 , 
s,s
a,a
y,y
",",","
 , 
t,t
h,h
a,a
t,t
 , 
e,e
v,v
e,e
r,r
y,y
 , 
a,a
d,d
v,v
a,a
n,n
c,c
e,e
 , 
t,t
o,o
 , 
i,i
n,n
t,t
i,i
m,m
a,a
c,c
y,y
 , 
b,b
e,e
g,g
a,a
n,n
 , 
o,o
n,n
 , 
h,h
e,e
r,r
 , 
s,s
i,i
d,d
e,e
.,.
 , 
B,B
u,u
t,t
 , 
I,I
 , 
p,p
i,i
t,t
y,y
 , 
h,<DEL>
e,<DEL>
r,<DEL>
",",<DEL>
 ,<DEL>
b,b
e,e
c,c
a,a
u,u
s,s
e,e
 , 
s,s
h,h
e,e
 , 
m,m
u,u
s,s
t,t
 , 
f,f
e,e
e,e
l,l
 , 
t,t
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
h,h
a,a
s,s
 , 
b,<DEL>
e,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
a,a
c,c
t,t
i,i
n,n
g,g
 , 
w,w
r,r
o,o
n,n
g,g
",",","
 , 
a,a
n,n
d,d
 , 
b,b
e,e
c,c
a,a
u,u
s,s
e,e
 , 
I,I
 ,<DEL>
a,a
m,m
 , 
v,v
e,e
r,r
y,y
 , 
s,s
u,u
r,r
e,e
 , 
t,t
h,h
a,a
t,t
 , 
a,a
n,n
x,x
i,i
e,e
t,t
y,y
<INS>, 
<INS>,h
<INS>,e
<INS>,r
<INS>,","
<INS>, 
<INS>,b
<INS>,e
<INS>,e
<INS>,n
h,h
e,e
r,r
s,s
e,e
l,l
f,f
 , 
a,a
t,t
 , 
l,l
a,a
s,s
t,t
 , 
w,w
i,i
t,t
h,h
i,i
n,n
 , 
v,v
i,i
e,e
w,w
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
h,h
o,o
u,u
s,s
e,e
",",","
 , 
w,w
i,i
t,t
 , 
w,w
e,e
a,a
r,r
y,y
 , 
a,a
n,n
c,c
l,l
e,e
s,s
",",","
 , 
d,d
i,i
r,r
t,t
y,y
 , 
s,s
t,t
o,o
c,c
k,k
i,i
n,n
g,g
s,s
<INS>, 
",",","
 , 
a,a
n,n
d,d
 , 
a,a
 , 
f,f
a,a
c,c
e,e
 , 
g,g
l,l
o,o
w,w
i,i
n,n
g,g
 , 
w,w
i,i
t,t
h,h
 , 
t,t
h,h
e,e
 , 
w,w
a,a
r,r
m,m
 , 
o,o
f,f
 , 
e,e
x,x
e,e
r,r
c,c
i,i
s,s
e,e
.,.
 , 
S,S
h,h
e,e
 , 
w,w
a,a
s,s
 , 
s,s
h,h
o,o
w,w
n,n
 , 
i,i
n,n
t,t
o,o
 , 
t,t
h,h
e,e
 , 
b,b
r,r
e,e
a,a
k,k
f,f
a,a
 , 
p,p
a,a
r,r
l,l
o,o
u,u
r,r
",",;
 , 
w,w
h,h
e,e
r,r
e,e
 , 
a,a
l,l
l,l
 , 
b,b
u,u
t,t
 , 
J,J
a,a
n,n
e,e
 , 
w,w
e,e
r,r
e,e
 , 
a,a
s,s
s,s
e,e
m,m
b,b
l,l
e,e
d,d
",",","
p,p
o,c
 , 
p,p
ř,f
í,l
c,o
h,a
o,o
d,<DEL>
u,u
 ,<DEL>
d,<DEL>
o,o
 , 
t,S
r,r
e,e
s,a
t,r
n,o
i,i
c,c
e,e
 , 
b,b
y,y
l,l
o,c
 , 
m,2
n,o
ě,2
 , 
p,P
o,a
r,e
u,d
č,c
e,e
n,b
o,e
",",<DEL>
 , 
a,a
b,d
y,y
c,c
h,n
 , 
š,2
e,e
l,1
 , 
n,P
a,I
 ,s
p,e
r,1
á,<DEL>
c,<DEL>
i,<DEL>
.,<DEL>
 , 
N,B
e,e
z,e
a,e
p,c
o,-
m,5
e,2
n,2
u,6
 , 
n,<DEL>
a,<DEL>
 ,<DEL>
t,t
e,e
n,e
t,z
o,e
 , 
p,p
r,i
v,v
n,a
í,i
 , 
d,6
e,2
n,2
 , 
p,D
r,r
á,e
c,c
e,e
",",<DEL>
 , 
a,I
č,d
 ,<DEL>
s,<DEL>
e,e
 , 
m,P
n,<DEL>
ě,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
p,<DEL>
r,r
o,e
d,d
l,i
e,e
n,n
í,i
 , 
j,D
e,e
h,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
p,p
ř,i
i,i
h,h
o,o
d,d
i,i
<INS>, 
l,I
o,c
 , 
p,p
r,r
a,e
n,n
i,i
c,c
 , 
n,n
e,e
o,o
b,b
y,y
č,d
e,e
j,j
n,e
é,e
h,h
o,o
",",<DEL>
 , 
o,O
v,f
š,e
e,2
m,1
 , 
j,j
e,e
s,e
t,-
l,_
i,i
ž,f
e,e
 ,.
n,s
e,e
s,s
p,p
u,c
s,e
t,r
í,i
m,r
e,e
 , 
s,n
 ,<DEL>
m,<DEL>
y,y
s,e
l,l
i,i
",",l
 , 
ž,J
e,1
 ,o
j,<DEL>
i,<DEL>
n,<DEL>
a,a
k,k
 , 
c,c
e,e
l,l
é,e
 , 
m,c
é,c
 ,a
p,<DEL>
o,<DEL>
s,<DEL>
t,t
a,e
v,v
e,e
n,n
í,i
 , 
v,v
ů,i
b,r
e,e
c,c
 , 
b,b
y,y
<INS>,i
<INS>,c
<INS>, 
<INS>,J
<INS>,e
l,n
o,o
s,s
i,1
 , 
n,n
e,e
p,p
ř,i
á,á
l,l
 , 
j,j
i,i
c,c
h,h
 , 
z,r
v,é
ě,o
d,é
ě,<DEL>
t,<DEL>
i,i
.,l
 , 
P,P
r,r
o,o
m,n
l,<DEL>
u,u
v,l
i,<DEL>
l,l
 , 
j,j
s,s
e,e
m,m
 , 
t,l
e,e
d,c
y,y
 , 
o,<DEL>
 ,<DEL>
n,n
a,a
š,d
e,e
m,l
 , 
k,I
r,u
a,a
j,l
i,l
",",","
 , 
o,0
 , 
j,J
e,e
<INS>,l
h,l
o,o
 , 
p,p
o,o
t,l
ř,i
e,e
b,b
á,a
c,c
h,h
;, 
 , 
a,a
l,l
e,é
 , 
o,o
n,n
 , 
m,m
n,n
e,e
 , 
p,p
o,o
s,s
l,l
o,o
u,u
c,c
h,h
a,a
l,l
 , 
<INS>,n
m,i
l,l
č,v
k,r
y,y
 , 
a,a
 , 
t,l
a,a
<INS>,l
k,t
 , 
m,m
n,n
ě,ě
 , 
p,p
o,o
d,a
i,l
v,u
n,n
ě,é
 , 
h,h
l,l
e,e
d,o
ě,é
l,l
 , 
d,a
o,o
 , 
o,o
č,c
í,l
",",<DEL>
 , 
ž,z
e,e
 ,<DEL>
j,j
s,a
e,e
<INS>,i
m,n
 , 
s,a
e,e
 , 
k,l
o,o
n,n
e,e
č,c
n,n
ě,é
 , 
z,z
a,a
s,e
t,l
y,v
d,o
ě,:
l,l
",",<DEL>
 , 
c,c
o,O
 , 
t,I
o,0
 , 
s,<DEL>
 ,<DEL>
n,n
í,i
m, 
 ,I
m,n
l,l
u,t
v,n
í,i
m,m
.,n
 , 
P, 
ř,[
i,ŕ
 , 
t,i
o,o
m,m
 , 
d,a
i,l
v,v
 , 
j,j
s,o
e,e
m,i
 ,n
h,<DEL>
o,<DEL>
 , 
n,n
e,e
r,r
o,o
z,e
d,d
r,r
á,á
ž,é
d,a
i,i
l,l
 , 
n,n
o,o
v,v
ý,ý
m,m
i,i
r,r
o,o
z,n
m,n
ě,é
r,r
e,e
c,c
h,h
",",<DEL>
 , 
j,j
a,a
k,k
o,o
 , 
G,Q
a,a
z,z
i,i
n,n
",",<DEL>
 , 
p,p
r,r
o,o
t,t
o,o
ž,ž
e,e
 , 
n,p
e,e
m,m
ě,ě
l,l
 , 
s,s
m,m
ě,ě
l,l
o,o
s,s
t,t
i,i
",",<DEL>
 , 
a,a
b,b
y,y
 , 
v,v
l,l
o,o
ž,t
i,i
l,l
 , 
d,d
o,o
 , 
o,o
b,b
c,c
h,h
o,o
d,d
u,u
 , 
t,t
a,a
k,k
 , 
v,v
e,e
l,l
i,i
k,l
ý,ý
 , 
k,k
a,a
p,p
i,i
t,t
á,á
l,l
.,<DEL>
 , 
S,5
 , 
t,t
í,i
m,m
<INS>,n
t,t
o,o
 , 
O,O
s,s
i,i
p,p
e,e
m,m
 , 
ž,(
i,i
l,l
 , 
j,j
s,s
e,e
m,m
 , 
v,v
ž,ž
d,d
y,y
 , 
v,<DEL>
 ,<DEL>
m,m
í,i
r,n
u,z
.,<DEL>
 , 
C,C
o,o
 , 
p,p
a,a
<INS>,l
k,c
 , 
s,s
e,e
 , 
t,t
ý,ý
č,č
e,e
 , 
p,p
r,r
o,o
s,s
t,t
ř,t
e,e
d,d
k,k
ů,a
",",i
 , 
a,a
b,b
y,y
